,cp,pays,ville,surface,nbPiece,idTypeBien,nbChambre,prix
0,83440,France,Montauroux,2000,,4,,550
1,83500,France,La Seyne-sur-Mer,2330,,4,,5000
2,83600,France,Fréjus,2500,,4,,5000
0,92700,France,Colombes,2500,,4,,9375
0,06530,France,Peymeinade,2537,,4,,225000
1,06330,France,Roquefort-les-Pins,2500,,4,,450000
2,06800,France,Cagnes-sur-Mer,10000,,4,,875000
3,06600,France,Antibes,1711,,4,,318000
4,06670,France,Colomars,2000,,4,,294000
5,06670,France,Saint-Martin-du-Var,755,,4,,230000
6,06210,France,Mandelieu la Napoule,2250,,4,,39000
7,06710,France,Touët-sur-Var,1200,,4,,14768
8,06330,France,Roquefort-les-Pins,12240,,4,,242000
9,06650,France,Opio,1146,,4,,345000
10,06640,France,Saint-Jeannet,714,,4,,199000
11,06330,France,Roquefort les Pins,2500,,4,,370000
12,06410,France,Biot,480,,4,,209000
13,06250,France,Mougins,3900,,4,,1100000
14,06250,France,Mougins,200,,4,,310300
15,06330,France,Roquefort-les-Pins,3000,,4,,425000
16,06330,France,Roquefort-les-Pins,2500,,4,,450000
17,06210,France,Mandelieu-la-Napoule,1500,,4,,550000
18,06440,France,Peïra-Cava,2976,,4,,118700
19,06670,France,Colomars,1560,,4,,235000
20,06580,France,Pégomas,760,,4,,260000
21,06650,France,Le Rouret,2048,,4,,390000
22,06250,France,Mougins,625,,4,,299000
23,06670,France,St Martin du Var,755,,4,,189000
24,06570,France,St Paul de Vence,2500,,4,,350000
25,06410,France,Biot,1200,,4,,270000
26,06250,France,Mougins,2474,,4,,317000
27,06200,France,Nice,1507,,4,,550000
28,06510,France,Le Broc,14620,,4,,159000
29,06130,France,Grasse,1400,,4,,300000
30,06910,France,Cuebris,1581,,4,,7500
31,06710,France,Touët-sur-Var,2061,,4,,18248
32,06750,France,Caille,2110,,4,,65000
33,06440,France,Peille,3000,,4,,68000
34,06750,France,Caille,2700,,4,,76000
35,06750,France,Caille,203,,4,,82000
36,06750,France,Seranon,2700,,4,,105000
37,06560,France,Valbonne,11900,,4,,109000
38,06460,France,Escragnolles,1400,,4,,131000
39,06440,France,Peille,1900,,4,,150000
40,06390,France,Contes,518,,4,,180000
41,06690,France,Tourette Levens,1025,,4,,180000
42,06390,France,Berre-les-Alpes,1934,,4,,190000
43,06370,France,Mouans-Sartoux,1934,,4,,191000
44,06440,France,L'Escarène,2500,,4,,198000
45,06440,France,L'Escarène,2300,,4,,198000
46,06620,France,Le Bar sur Loup,500,,4,,209000
47,06790,France,Aspremont,1060,,4,,220000
48,06550,France,La Roquette-sur-Siagne,,,4,,225000
49,06220,France,Vallauris,,,4,,240000
50,06500,France,Ste Agnes,2833,,4,,250000
51,06530,France,Cabris,2300,,4,,250000
52,06370,France,Mouans Sartoux,566,,4,,253000
53,06560,France,Valbonne,910,,4,,270400
54,06200,France,Nice,650,,4,,285000
55,06560,France,Valbonne,2257,,4,,298000
56,06130,France,Grasse,1200,,4,,299000
57,06200,France,Nice,750,,4,,299000
58,06650,France,Le Rouret,1645,,4,,325000
59,06560,France,Valbonne,2035,,4,,339000
60,06650,France,Opio,950,,4,,340000
61,06210,France,Mandelieu-la-Napoule,2004,,4,,349000
62,06250,France,Mougins,2000,,4,,349000
63,06410,France,Biot,1200,,4,,350000
64,06700,France,St Laurent du Var,3000,,4,,360000
65,06610,France,La Gaude,1514,,4,,370000
66,06220,France,Vallauris,2080,,4,,371000
67,06600,France,Antibes,2001,,4,,380000
68,06650,France,Le Rouret,3069,,4,,380000
69,06250,France,Mougins,2020,,4,,385000
70,06220,France,Vallauris,1250,,4,,393000
71,06190,France,Roquebrune-Cap-Martin,200,,4,,440000
72,06250,France,Mougins,1644,,4,,450000
73,06250,France,Mougins,1880,,4,,450000
74,06250,France,Mougins,1531,,4,,450000
75,06600,France,Antibes,2002,,4,,460000
76,06000,France,Valbonne,2800,,4,,480000
77,06800,France,Cagnes sur Mer,9064,,4,,561000
78,06800,France,Cagnes sur Mer,1000,,4,,600000
79,06410,France,Biot,2237,,4,,689000
80,06800,France,Cagnes-sur-Mer,3400,,4,,740000
81,06140,France,Tourrettes sur Loup,10386,,4,,911500
82,06250,France,Mougins,12093,,4,,990000
83,06250,France,Mougins,5000,,4,,1100000
84,06570,France,St Paul de Vence,3500,,4,,2100000
85,06800,France,Cagnes sur Mer,3500,,4,,2100000
86,06480,France,La Colle sur Loup,3500,,4,,2100000
87,06730,France,Saint-André-de-la-Roche,18620,,4,,229000
88,06910,France,Cuebris,2000,,4,,9500
89,06460,France,St Vallier de Thiey,8490,,4,,19800
90,06530,France,Le Tignet,5818,,4,,49000
91,06800,France,Cagnes sur Mer,869,,4,,95000
92,06670,France,Saint-Blaise,1500,,4,,99000
93,06620,France,Greolieres,1640,,4,,99000
94,06140,France,Coursegoules,745,,4,,120000
95,06670,France,Saint-Blaise,387,,4,,120000
96,06340,France,Drap,1000,,4,,145000
97,06620,France,Le Bar sur Loup,1500,,4,,156000
98,06790,France,Aspremont,1528,,4,,165000
99,06390,France,Bendejun,,,4,,169000
100,06510,France,Le Broc,1800,,4,,170000
101,06670,France,St Blaise,750,,4,,176000
102,06670,France,Colomars,1500,,4,,185000
103,06670,France,St Blaise,604,,4,,187000
104,06530,France,Le Tignet,2169,,4,,210000
105,06670,France,Colomars,1248,,4,,220000
106,06810,France,Auribeau sur Siagne,1766,,4,,220000
107,06530,France,Cabris,1640,,4,,245000
108,06370,France,Mouans-Sartoux,2750,,4,,257000
109,06510,France,Le Broc,2719,,4,,260000
110,06560,France,Valbonne,1028,,4,,265000
111,06220,France,Vallauris,1427,,4,,280000
112,06220,France,Vallauris,1099,,4,,280000
113,06530,France,Peymeinade,2500,,4,,294000
114,06130,France,Grasse,1199,,4,,299000
115,06650,France,Le Rouret,2500,,4,,299000
116,06200,France,Nice,778,,4,,315000
117,06200,France,Nice,898,,4,,315000
118,06370,France,Mouans Sartoux,1057,,4,,318000
119,06800,France,Cagnes-sur-Mer,1700,,4,,320000
120,06610,France,La Gaude,1000,,4,,325000
121,06200,France,Nice,1332,,4,,335000
122,06650,France,Le Rouret,1513,,4,,340000
123,06650,France,Le Rouret,2560,,4,,350000
124,06800,France,Cagnes sur Mer,1718,,4,,385000
125,06210,France,Mandelieu-la-Napoule,3408,,4,,430000
126,06200,France,Nice,3400,,4,,440000
127,06250,France,Mougins,1531,,4,,450000
128,06600,France,Antibes,2002,,4,,450000
129,06220,France,Vallauris,1669,,4,,495000
130,06530,France,Peymeinade,2500,,4,,499000
131,06250,France,Mougins,1500,,4,,560000
132,06000,France,Nice,1203,,4,,590000
133,06800,France,Cagnes sur Mer,3400,,4,,740000
134,06530,France,Speracedes,6574,,4,,1100000
135,06670,France,Levens,7019,,4,,1260000
136,06440,France,Lucéram,3135,,4,,35000
137,06650,France,Le Rouret,61620,,4,,100000
138,06530,France,Le Tignet,700,,4,,155000
139,06160,France,Juan les Pins,119,,4,,165000
140,06220,France,Vallauris,735,,4,,193000
141,06220,France,Vallauris,2002,,4,,241500
142,06220,France,Vallauris,1025,,4,,262500
143,06640,France,Saint Jeannet,1569,,4,,265000
144,06500,France,Menton,504,,4,,300000
145,06600,France,Antibes,2001,,4,,315000
146,06550,France,La Roquette-sur-Siagne,1000,,4,,318000
147,06800,France,Cagnes-sur-Mer,1700,,4,,320000
148,06220,France,Vallauris,978,,4,,329000
149,06250,France,Mougins,1217,,4,,332000
150,06610,France,La Gaude,1511,,4,,370000
151,06370,France,Mouans Sartoux,1797,,4,,410000
152,06600,France,Antibes,2001,,4,,450000
153,06250,France,Mougins,1880,,4,,490000
154,06650,France,Opio,24190,,4,,679000
155,06910,France,Roquesteron,1500,,4,,50000
156,06790,France,Aspremont,821,,4,,135000
157,06530,France,Le Tignet,422,,4,,149000
158,06210,France,Mandelieu la Napoule,648,,4,,150000
159,06340,France,La Trinite,2514,,4,,190000
160,06610,France,La Gaude,678,,4,,226000
161,06750,France,Valderoure,4750,,4,,250000
162,06700,France,St Laurent du Var,1359,,4,,280000
163,06200,France,Nice,820,,4,,285000
164,06740,France,Châteauneuf-Grasse,2002,,4,,297000
165,06610,France,La Gaude,980,,4,,320000
166,06330,France,Roquefort les Pins,2000,,4,,350000
167,06250,France,Mougins,2500,,4,,374000
168,06140,France,Vence,1672,,4,,380000
169,06250,France,Mougins,2000,,4,,385000
170,06130,France,Grasse,400,,4,,430000
171,06590,France,Theoule sur Mer,1450,,4,,495000
172,06230,France,Villefranche sur Mer,1519,,4,,710000
173,06250,France,Mougins,2284,,4,,1035000
174,06440,France,Blausasc,3160,,4,,33000
175,06210,France,Mandelieu la Napoule,1228,,4,,129000
176,06210,France,Mandelieu la Napoule,1228,,4,,189000
177,06140,France,Vence,4000,,4,,245000
178,06570,France,Saint-Paul,860,,4,,249000
179,06250,France,Mougins,1800,,4,,278000
180,06480,France,La Colle sur Loup,470,,4,,310000
181,06800,France,Cagnes sur Mer,4797,,4,,1100000
182,06300,France,Nice,900,,4,,1200000
183,06460,France,Saint-Vallier-de-Thiey,10580,,4,,21000
184,06510,France,Bézaudun-les-Alpes,1500,,4,,110000
185,06510,France,Carros,187,,4,,140000
186,06830,France,Bonson,3200,,4,,150000
187,06440,France,Blausasc,481,,4,,160000
188,06640,France,Saint-Jeannet,714,,4,,200000
189,06390,France,Berre-les-Alpes,2000,,4,,200000
190,06160,France,Antibes,152,,4,,209000
191,06550,France,La Roquette sur Siagne,1000,,4,,220000
192,06210,France,Mandelieu la Napoule,4490,,4,,222600
193,06790,France,Aspremont,2000,,4,,225000
194,06160,France,Antibes,209,,4,,231000
195,06530,France,Saint-Cézaire-sur-Siagne,2501,,4,,245000
196,06140,France,Vence,2000,,4,,245000
197,06000,France,Nice,1237,,4,,289000
198,06690,France,Tourrette Levens,1502,,4,,299000
199,06200,France,Nice,2762,,4,,340000
0,13117,France,Martigues,461,,4,,179649
1,13011,France,Marseille 11ème,493,,4,,242000
2,13500,France,Martigues,458,,4,,159619
3,13014,France,Marseille 14ème Arrondissement,782,,4,,370000
4,13010,France,Marseille 10ème,750,,4,,350000
5,13120,France,Gardanne,40000,,4,,77000
6,13011,France,Marseille 11ème,320,,4,,180000
7,13012,France,Marseille 12ème,6541,,4,,230000
8,13360,France,Roquevaire,741,,4,,435000
9,13170,France,Les Pennes-Mirabeau,310,,4,,227000
10,13500,France,Martigues,85,,4,,260000
11,13007,France,Marseille 7ème,735,,4,,180000
12,13360,France,Roquevaire,2100,,4,,195000
13,13210,France,St Remy de Provence,8300,,4,,346420
14,13710,France,Fuveau,4767,,4,,33000
15,13990,France,Fontvieille,206,,4,,78000
16,13130,France,Berre l'Étang,400,,4,,110000
17,13300,France,Salon-de-Provence,400,,4,,115000
18,13300,France,Salon-de-Provence,392,,4,,115000
19,13280,France,Raphèle-les-Arles,508,,4,,118000
20,13350,France,Charleval,459,,4,,149000
21,13500,France,Martigues,738,,4,,157277
22,13500,France,Martigues,458,,4,,159619
23,13117,France,Martigues,556,,4,,166542
24,13016,France,Marseille 16ème Arrondissement,1485,,4,,172000
25,13090,France,Aix-en-Provence,414,,4,,210000
26,13170,France,Les Pennes-Mirabeau,485,,4,,213000
27,13170,France,Les Pennes-Mirabeau,506,,4,,216000
28,13170,France,Les Pennes-Mirabeau,535,,4,,216000
29,13170,France,Les Pennes-Mirabeau,4000,,4,,220000
30,13720,France,Belcodene,741,,4,,220000
31,13170,France,Les Pennes-Mirabeau,451,,4,,227000
32,13500,France,Martigues,2000,,4,,230000
33,13410,France,Lambesc,1000,,4,,235000
34,13170,France,Les Pennes-Mirabeau,806,,4,,235000
35,13190,France,Allauch,1500,,4,,240000
36,13170,France,Les Pennes-Mirabeau,386,,4,,240000
37,13600,France,La Ciotat,386,,4,,245000
38,13600,France,La Ciotat,2000,,4,,245000
39,13119,France,Saint Savournin,925,,4,,260000
40,13250,France,Cornillon-Confoux,974,,4,,264000
41,13450,France,Grans,824,,4,,264000
42,13011,France,Marseille 11ème,1050,,4,,268000
43,13190,France,Allauch,687,,4,,275000
44,13190,France,Le Logis Neuf,687,,4,,275000
45,13190,France,Allauch,681,,4,,285000
46,13190,France,Allauch,406,,4,,285000
47,13012,France,Marseille 12ème,857,,4,,285000
48,13190,France,Allauch,1500,,4,,295000
49,13600,France,Ceyreste,,,4,,300000
50,13200,France,Arles,4522,,4,,310000
51,13100,France,Aix-en-Provence,765,,4,,315000
52,13400,France,Aubagne,4000,,4,,384000
53,13480,France,Cabriès,4000,,4,,390000
54,13011,France,Marseille 11ème,400,,4,,421200
55,13120,France,Gardanne,3500,,4,,480000
56,13120,France,Gardanne,3500,,4,,480000
57,13090,France,Aix-en-Provence,7500,,4,,790000
58,13190,France,Allauch,2225,,4,,865000
59,13430,France,Eyguieres,1700,,4,,27500
60,13710,France,Fuveau,8300,,4,,33000
61,13750,France,Plan-d'Orgon,1047,,4,,139500
62,13670,France,Saint-Andiol,548,,4,,145000
63,13015,France,Marseille 15,500,,4,,150000
64,13015,France,Marseille 15,500,,4,,150000
65,13630,France,Eyragues,800,,4,,155000
66,13500,France,Martigues,269,,4,,160000
67,13370,France,Mallemort,1003,,4,,200000
68,13300,France,Salon-de-Provence,399,,4,,200000
69,13300,France,Salon-de-Provence,399,,4,,200000
70,13300,France,Salon-de-Provence,400,,4,,200000
71,13600,France,La Ciotat,429,,4,,212000
72,13124,France,Peypin,1000,,4,,213000
73,13410,France,Lambesc,414,,4,,215000
74,13410,France,Lambesc,415,,4,,215000
75,13124,France,Peypin,1000,,4,,217000
76,13720,France,Belcodene,4000,,4,,220000
77,13250,France,Cornillon Confoux,674,,4,,220000
78,13410,France,Lambesc,850,,4,,225000
79,13410,France,Lambesc,850,,4,,225000
80,13410,France,Lambesc,850,,4,,225000
81,13500,France,Martigues,427,,4,,230000
82,13320,France,Bouc Bel Air,444,,4,,235000
83,13320,France,Bouc-Bel-Air,509,,4,,237000
84,13320,France,Bouc-Bel-Air,444,,4,,239000
85,13320,France,Bouc Bel Air,1122,,4,,276000
86,13100,France,Aix-en-Provence,846,,4,,378000
87,13090,France,Aix en Provence,4000,,4,,577500
88,13580,France,La Fare-les-Oliviers,8585,,4,,590000
89,13007,France,Marseille 7ème,103,,4,,180000
90,13440,France,Cabannes,7045,,4,,18100
91,13440,France,Cabannes,8394,,4,,20800
92,13400,France,Aubagne,2300,,4,,69000
93,13210,France,Saint-Rémy-de-Provence,140,,4,,99000
94,13160,France,Châteaurenard,1020,,4,,113000
95,13750,France,Plan-d'Orgon,707,,4,,125500
96,13210,France,St Remy de Provence,475,,4,,199500
97,13170,France,Les Pennes Mirabeau,441,,4,,213000
98,13119,France,St Savournin,1250,,4,,215000
99,13780,France,Cuges les Pins,1316,,4,,215000
100,13600,France,La Ciotat,433,,4,,217000
101,13390,France,Auriol,700,,4,,220000
102,13015,France,Marseille,630,,4,,234000
103,13780,France,Cuges les Pins,2071,,4,,242000
104,13240,France,Septemes les Vallons,1082,,4,,250000
105,13009,France,Marseille 9ème,500,,4,,250000
106,13800,France,Istres,1000,,4,,300000
107,13990,France,Fontvieille,366,,4,,361870
108,13540,France,Aix en Provence,3100,,4,,410000
109,13210,France,Saint-Rémy-de-Provence,4392,,4,,440000
110,13100,France,Aix-en-Provence,5535,,4,,499000
111,13100,France,Le Tholonet,2885,,4,,520000
112,13440,France,Cabannes,4940,,4,,13900
113,13190,France,Allauch,11395,,4,,18000
114,13750,France,Plan-d'Orgon,657,,4,,126500
115,13980,France,Alleins,467,,4,,132000
116,13980,France,Alleins,480,,4,,132000
117,13980,France,Alleins,450,,4,,133000
118,13980,France,Alleins,427,,4,,134000
119,13980,France,Alleins,500,,4,,135500
120,13980,France,Alleins,490,,4,,136000
121,13980,France,Alleins,470,,4,,138000
122,13980,France,Alleins,407,,4,,138000
123,13440,France,Cabannes,590,,4,,139000
124,13980,France,Alleins,419,,4,,140000
125,13750,France,Plan-d'Orgon,945,,4,,140500
126,13750,France,Plan-d'Orgon,889,,4,,142500
127,13750,France,Plan-d'Orgon,897,,4,,142500
128,13750,France,Plan-d'Orgon,927,,4,,143000
129,13750,France,Plan-d'Orgon,1035,,4,,148500
130,13830,France,Roquefort la Bedoule,250,,4,,159000
131,13390,France,Auriol,403,,4,,170000
132,13500,France,Martigues,310,,4,,180000
133,13127,France,Vitrolles,500,,4,,188405
134,13600,France,La Ciotat,429,,4,,212000
135,13600,France,La Ciotat,433,,4,,217000
136,13600,France,La Ciotat,464,,4,,217000
137,13600,France,La Ciotat,610,,4,,217000
138,13600,France,La Ciotat,402,,4,,220000
139,13390,France,Auriol,500,,4,,220000
140,13600,France,La Ciotat,415,,4,,230000
141,13016,France,Marseille 16ème,540,,4,,232000
142,13600,France,La Ciotat,412,,4,,236000
143,13190,France,Allauch,438,,4,,237000
144,13600,France,La Ciotat,408,,4,,240000
145,13600,France,La Ciotat,402,,4,,240000
146,13600,France,La Ciotat,401,,4,,240000
147,13600,France,La Ciotat,399,,4,,240000
148,13600,France,La Ciotat,396,,4,,240000
149,13820,France,Ensues la Redonne,330,,4,,240000
150,13600,France,La Ciotat,413,,4,,242000
151,13600,France,La Ciotat,416,,4,,242000
152,13600,France,La Ciotat,394,,4,,246000
153,13600,France,La Ciotat,404,,4,,246000
154,13600,France,La Ciotat,431,,4,,246000
155,13600,France,La Ciotat,422,,4,,246000
156,13600,France,La Ciotat,405,,4,,248000
157,13600,France,La Ciotat,445,,4,,248000
158,13600,France,La Ciotat,442,,4,,248000
159,13600,France,La Ciotat,405,,4,,257000
160,13600,France,La Ciotat,413,,4,,258000
161,13600,France,La Ciotat,450,,4,,262000
162,13950,France,Cadolive,4904,,4,,265000
163,13820,France,Ensues la Redonne,408,,4,,265000
164,13600,France,La Ciotat,543,,4,,275000
165,13600,France,La Ciotat,515,,4,,278000
166,13520,France,Maussane-les-Alpilles,863,,4,,315000
167,13800,France,Istres,1750,,4,,315000
168,13600,France,Ceyreste,4200,,4,,330000
169,13210,France,Saint-Rémy-de-Provence,3000,,4,,340000
170,13100,France,Aix-en-Provence,10000,,4,,400000
171,13510,France,Eguilles,2000,,4,,410000
172,13510,France,Eguilles,3187,,4,,426000
173,13210,France,Saint-Rémy-de-Provence,6611,,4,,695000
174,13250,France,St Chamas,3191,,4,,760000
175,13118,France,Entressen,555000,,4,,1060000
176,13940,France,Molleges,800,,4,,197000
177,13210,France,Saint Remy de Provence,1500,,4,,259000
178,13200,France,Arles,328,,4,,94000
179,13310,France,Saint Martin de Crau,395,,4,,116000
180,13016,France,Marseille,182,,4,,160800
181,13530,France,Trets,587,,4,,199880
182,13760,France,Saint Cannat,600,,4,,199900
183,13100,France,Aix-en-Provence,600,,4,,250000
184,13320,France,Bouc Bel Air,1615,,4,,290000
185,13122,France,Ventabren,550,,4,,339000
186,13011,France,Marseille 11ème,1000,,4,,345000
187,13540,France,Aix en Provence,3100,,4,,436900
188,13810,France,Eygalieres,2000,,4,,480000
189,13370,France,Mallemort,1767,,4,,198000
190,13410,France,Lambesc,10999,,4,,44000
191,13890,France,Mouriès,300,,4,,54600
192,13200,France,Arles,206,,4,,77000
193,13130,France,Berre l Etang,175,,4,,110000
194,13113,France,Lamanon,500,,4,,110000
195,13690,France,Graveson,415,,4,,135000
196,13780,France,Cuges les Pins,645,,4,,150000
197,13015,France,Marseille 15,1003,,4,,159000
198,13370,France,Mallemort,456,,4,,198000
199,13390,France,Auriol,,,4,,200000
0,21260,France,Selongey,2393,,4,,118000
1,21700,France,Arcenant,2400,,4,,85000
2,21310,France,Beire le Chatel,546,,4,,49900
3,21220,France,Clémencey,1730,,4,,120000
4,21390,France,Précy-sous-Thil,1083,,4,,20000
5,21540,France,Blaisy-Bas,2600,,4,,32000
6,21260,France,Selongey,2185,,4,,50000
7,21700,France,Argilly,1090,,4,,62500
8,21110,France,Aiserey,1036,,4,,99900
9,21410,France,Saint-Victor-sur-Ouche,8657,,4,,135000
10,21200,France,Beaune,340,,4,,28500
11,21110,France,Aiserey,413,,4,,37000
12,21820,France,Labergement les Seurre,1179,,4,,39000
13,21610,France,Bourberain,882,,4,,42690
14,21110,France,Aiserey,825,,4,,72500
15,21330,France,Poincon les Larrey,5000,,4,,75000
16,21250,France,Bonnencontre,1550,,4,,114000
17,21200,France,Marigny-Lès-Reullée,4143,,4,,120000
18,21490,France,Clénay,1488,,4,,169000
19,21370,France,Plombières les Dijon,806,,4,,119000
20,21210,France,Lacour d'Arcenay,2584,,4,,18000
21,21270,France,Heuilley sur Saone,1107,,4,,42000
22,21130,France,Auxonne,1588,,4,,49000
23,21130,France,Poncey les Athee,1588,,4,,49000
24,21160,France,Flavignerot,561,,4,,55250
25,21250,France,Seurre,1600,,4,,65000
26,21110,France,Genlis,543,,4,,74000
27,21160,France,Flavignerot,497,,4,,76000
28,21380,France,Épagny,600,,4,,80000
29,21600,France,Fénay,656,,4,,100000
30,21600,France,Fénay,849,,4,,112000
31,21000,France,Dijon,978,,4,,171500
32,21370,France,Plombières les Dijon,770,,4,,99000
33,21140,France,Semur-en-Auxois,1500,,4,,22000
34,21140,France,Semur-en-Auxois,1200,,4,,25000
35,21610,France,Bourberain,1062,,4,,48580
36,21590,France,Santenay,772,,4,,55000
37,21590,France,Santenay,909,,4,,60000
38,21110,France,Genlis,670,,4,,62000
39,21200,France,Beaune,524,,4,,65000
40,21200,France,Beaune,607,,4,,70000
41,21200,France,Beaune,580,,4,,70000
42,21200,France,Beaune,657,,4,,75000
43,21470,France,Brazey-en-Plaine,1000,,4,,75000
44,21310,France,Magny-Saint-Médard,854,,4,,83000
45,21000,France,Dijon,496,,4,,88600
46,21250,France,Chamblanc,2000,,4,,89000
47,21700,France,Argilly,3240,,4,,96800
48,21200,France,Vignoles,1800,,4,,108000
49,21200,France,Beaune,911,,4,,110000
50,21380,France,Savigny-le-Sec,757,,4,,112000
51,21200,France,Beaune,1775,,4,,131705
52,21490,France,Ruffey-Lès-Echirey,700,,4,,132000
53,21490,France,Ruffey-Lès-Echirey,703,,4,,132500
54,21490,France,Ruffey-Lès-Echirey,727,,4,,136000
55,21490,France,Ruffey-Lès-Echirey,793,,4,,148000
56,21200,France,Vignoles,1290,,4,,150000
57,21800,France,Quetigny,145500,,4,,225000
58,21120,France,Spoy,982,,4,,140000
59,21120,France,Marcilly-sur-Tille,1500,,4,,59000
60,21220,France,Chevannes,1100,,4,,74000
61,21120,France,Lux,1100,,4,,105000
62,21610,France,Fontaine Francaise,862,,4,,27000
63,21200,France,Beaune,910,,4,,34480
64,21200,France,Beaune,1500,,4,,36400
65,21130,France,Auxonne,650,,4,,45000
66,21700,France,Arcenant,680,,4,,46200
67,21110,France,Genlis,1000,,4,,53000
68,21250,France,Corberon,602,,4,,59400
69,21120,France,Is-sur-Tille,756,,4,,63000
70,21200,France,Beaune,507,,4,,68000
71,21370,France,Plombières les Dijon,1275,,4,,70000
72,21110,France,Genlis,846,,4,,79000
73,21310,France,Beire-le-Châtel,760,,4,,88000
74,21310,France,Mirebeau,768,,4,,88080
75,21310,France,Mirebeau,825,,4,,88944
76,21310,France,Mirebeau,1373,,4,,95100
77,21310,France,Magny-Saint-Médard,1010,,4,,105000
78,21490,France,Varois-et-Chaignot,600,,4,,165000
79,21121,France,Daix,1500,,4,,179000
80,21200,France,Levernois,1277,,4,,195000
81,21370,France,Plombières les Dijon,480,,4,,166000
82,21380,France,Messigny et Vantoux,1200,,4,,215000
83,21910,France,Saulon-la-Chapelle,1471,,4,,65000
84,21130,France,Auxonne,8742,,4,,70000
85,21200,France,Meursanges,978,,4,,78991
86,21540,France,Blaisy Bas,1530,,4,,95000
87,21000,France,Dijon,3675,,4,,172000
88,21310,France,Dampierre et Flee,755,,4,,36000
89,21700,France,Nuits-Saint-Georges,1639,,4,,80000
90,21310,France,Magny-Saint-Médard,912,,4,,83000
91,21110,France,Tart-le-Haut,900,,4,,107800
92,21380,France,Messigny et Vantoux,1530,,4,,179000
93,21450,France,Billy les Chanceaux,990,,4,,15000
94,21310,France,Mirebeau,517,,4,,36000
95,21270,France,Pontailler-sur-Saone,1100,,4,,46000
96,21110,France,Collonges-Lès-Premières,514,,4,,57000
97,21250,France,Corberon,580,,4,,65000
98,21200,France,Montagny-Lès-Beaune,,,4,,65000
99,21200,France,Montagny-Lès-Beaune,,,4,,72500
100,21490,France,Clenay,1572,,4,,85000
101,21310,France,Magny-Saint-Médard,889,,4,,88000
102,21540,France,Sombernon,1600,,4,,92000
103,21310,France,Mirebeau,822,,4,,94776
104,21800,France,Neuilly-Lès-Dijon,495,,4,,108000
