,cp,pays,ville,surface,nbPiece,idTypeBien,nbChambre,prix
1,29800,France,Ploudiry,217,8,9,5,80000
2,29200,France,Brest,74,3,9,1,104300
3,29160,France,Crozon,150,5,9,3,595000
4,29120,France,Pont-l'Abbe,57,3,9,3,110000
0,30200,France,Codolet,170,5,9,1,92000
1,30470,France,Aimargues,190,1,9,2,330000
2,30200,France,Codolet,156,1,9,1,77000
3,30900,France,Nimes,160,5,9,4,336000
4,30100,France,Ales,180,5,9,3,399000
5,30000,France,Nimes,183,5,9,4,435000
6,30700,France,Uzes,270,7,9,4,590000
7,30100,France,Ales,200,6,9,5,680000
8,30300,France,Beaucaire,170,7,9,4,250000
9,30210,France,Castillon du Gard,160,2,9,1,119000
10,30000,France,Nimes,67,2,9,1,184000
11,30000,France,Nimes,220,6,9,4,499000
12,30620,France,Bernis,175,1,9,,225000
0,31400,France,Toulouse,138,3,9,2,399000
1,31270,France,Frouzins,70,3,9,2,184000
2,31620,France,Fronton,60,1,9,1,99900
3,31220,France,Cazeres,295,2,9,1,250000
4,31580,France,Lecussan,213,1,9,1,85000
5,31120,France,Roquettes,85,4,9,2,185500
6,31000,France,Toulouse,150,3,9,3,365000
7,31300,France,Toulouse,79.65,4,9,5,329000
8,31290,France,Villefranche de Lauragais,230,8,9,1,375000
9,31200,France,Toulouse,95,2,9,4,188000
10,31380,France,Montastruc la Conseillere,367,4,9,,470000
11,31200,France,Toulouse,173,5,9,,530000
12,31500,France,Toulouse,50.6,1,9,,136000
0,33000,France,Bordeaux,240,7,9,2,824000
1,33000,France,Bordeaux,150,2,9,2,735000
2,33000,France,Bordeaux,270,5,9,3,990000
3,33200,France,Bordeaux 33200,295,8,9,6,870000
4,33800,France,Bordeaux,150,3,9,2,467000
5,33000,France,Bordeaux,320,5,9,4,1600000
6,33000,France,Bordeaux,120,2,9,3,330000
7,33140,France,Villenave d Ornon,160,1,9,3,359000
8,33000,France,Bordeaux,133,4,9,3,449500
9,33000,France,Bordeaux,133,4,9,2,450000
10,33800,France,Bordeaux,150,3,9,3,479000
11,33000,France,Bordeaux,160,6,9,2,628000
12,33000,France,Bordeaux,155,3,9,4,630000
13,33200,France,Bordeaux,130,5,9,2,670000
14,33200,France,Bordeaux,195,5,9,4,730000
15,33110,France,Le Bouscat,250,5,9,3,795000
16,33000,France,Bordeaux,110,4,9,4,796000
17,33000,France,Bordeaux,300,7,9,4,869000
18,33200,France,Bordeaux,300,8,9,4,884000
19,33000,France,Bordeaux,300,7,9,3,885000
20,33800,France,Bordeaux,210,4,9,6,885000
21,33300,France,Bordeaux,220,7,9,5,1125000
22,33300,France,Bordeaux,364,8,9,3,1575000
23,33310,France,Lormont,134,4,9,4,630000
24,33990,France,Hourtin,133,5,9,3,276000
25,33000,France,Bordeaux,130,4,9,2,449500
26,33800,France,Bordeaux,150,4,9,2,479000
27,33000,France,Bordeaux,220,4,9,3,479000
28,33800,France,Bordeaux,170,6,9,1,525000
29,33700,France,Merignac,150,5,9,4,599900
30,33000,France,Bordeaux,205,2,9,1,630000
31,33120,France,Arcachon,260,6,9,1,630000
32,33300,France,Bordeaux,240,4,9,3,698000
33,33000,France,Bordeaux,172,6,9,5,824000
34,33000,France,Bordeaux,300,5,9,5,850000
35,33000,France,Bordeaux,300,7,9,5,890000
36,33000,France,Bordeaux,280,7,9,3,890000
37,33000,France,Bordeaux,300,8,9,3,1160000
38,33000,France,Bordeaux,450,4,9,3,1200000
39,33000,France,Bordeaux,300,6,9,3,1263000
40,33200,France,Bordeaux,290,4,9,3,1297000
41,33200,France,Bordeaux Caudéran,280,4,9,1,1299000
42,33000,France,Bordeaux,380,5,9,2,1299000
43,33100,France,Bordeaux,202,4,9,1,590000
44,33200,France,Bordeaux,280,1,9,4,600000
45,33000,France,Bordeaux,300,4,9,2,849520
46,33200,France,Bordeaux,220,4,9,3,890000
47,33000,France,Bordeaux,345,5,9,,892000
48,33300,France,Bordeaux,163,,9,,630000
49,33700,France,Merignac,,,9,,599000
50,33800,France,Bordeaux,247,4,9,3,1100000
51,33500,France,Libourne,104,2,9,1,103000
52,33800,France,Bordeaux,225,4,9,2,525000
53,33000,France,Bordeaux,160,5,9,3,630000
54,33000,France,Bordeaux,220,6,9,3,526000
55,33120,France,Arcachon,187,2,9,1,702150
56,33120,France,Arcachon,65,2,9,,787500
57,33200,France,Bordeaux,96.4,,9,,193000
0,34500,France,Beziers,73,2,9,1,170000
1,34670,France,Baillargues,200,8,9,4,439000
2,34000,France,Montpellier,108.1,4,9,3,449000
3,34000,France,Montpellier,220,5,9,1,449000
4,34800,France,Clermont-l'Herault,550,1,9,1,129000
5,34970,France,Lattes,73,2,9,1,250000
6,34000,France,Montpellier,103,4,9,3,555900
7,34590,France,Marsillargues,151.58,5,9,3,585000
8,34000,France,Montpellier,111,4,9,3,459000
9,34450,France,Vias,205,1,9,1,599000
10,34000,France,Montpellier,650,16,9,15,2000000
11,34520,France,Le Caylar,120,1,9,1,72000
12,34230,France,Paulhan,140,6,9,4,100000
13,34120,France,Pezenas,58,1,9,3,114000
14,34370,France,Cazouls les Beziers,170,4,9,2,239000
15,34400,France,Lunel,102,4,9,,142000
0,35210,France,Chatillon en Vendelais,520,5,9,1,131250
1,35300,France,Fougeres,297.2,8,9,6,310500
2,35300,France,Fougeres,267.46,6,9,3,437750
3,35800,France,Dinard,120,1,9,,150000
4,35800,France,Dinard,200,,9,,190000
0,37400,France,Amboise,90,1,9,1,30000
1,37000,France,Tours,93,3,9,1,109000
2,37520,France,La Riche,360,6,9,4,779500
3,37000,France,Tours,200,6,9,1,600000
4,37380,France,Nouzilly,800,2,9,,190000
5,37000,France,Tours,,1,9,,580000
0,38630,France,Avenières,235,7,9,4,272000
1,38210,France,Tullins,52,2,9,1,99000
2,38000,France,Grenoble,140,6,9,4,445000
3,38470,France,Chasselay,120,5,9,3,188000
4,38100,France,Grenoble,247,6,9,1,399000
5,38160,France,Saint-Marcellin,222,4,9,1,45000
6,38110,France,La Tour du Pin,171,2,9,1,168000
7,38000,France,Grenoble,62.36,1,9,1,150000
8,38070,France,Saint-Quentin-Fallavier,189,6,9,1,272000
9,38000,France,Grenoble,355,2,9,4,449000
10,38200,France,Vienne,63.81,4,9,1,115000
11,38300,France,Bourgoin Jallieu,148,5,9,3,400000
12,38000,France,Grenoble,355,2,9,1,449000
13,38500,France,Voiron,49,4,9,1,105000
14,38200,France,Vienne,123.95,2,9,1,77000
15,38780,France,Pont Eveque,51,1,9,3,82000
16,38500,France,Saint-Cassien,55,5,9,,210000
17,38500,France,Voiron,300,5,9,,50000
18,38110,France,Dolomieu,133,5,9,,118000
19,38121,France,Reventin Vaugris,52,4,9,,85000
20,38790,France,Charantonnay,80,4,9,,68250
21,38700,France,La Tronche,80,3,9,,250000
22,38300,France,Culin,90,,9,,79000
23,38790,France,Charantonnay,,,9,,105000
0,42100,France,Saint Etienne,85,4,9,2,255000
1,42000,France,Saint-Etienne,220,4,9,3,273000
2,42000,France,Saint-Etienne,95,5,9,3,90000
3,42300,France,Roanne,309,6,9,3,260000
4,42300,France,Roanne,336.43,7,9,5,395000
5,42300,France,Roanne,247,1,9,3,360000
6,42140,France,Chazelles sur Lyon,320,6,9,4,285000
7,42100,France,Saint-Etienne,108,5,9,3,105000
8,42000,France,Saint-Étienne,100,2,9,1,65000
9,42000,France,Saint-Etienne,67,1,9,3,86000
10,42000,France,Saint-Etienne,123,4,9,1,175000
11,42300,France,Roanne,217,1,9,2,215000
12,42000,France,St Etienne,86,4,9,3,86000
13,42300,France,Roanne,230,6,9,4,260000
14,42300,France,Roanne,309.16,6,9,4,260000
15,42190,France,Charlieu,210,1,9,3,263000
16,42300,France,Roanne,200,6,9,3,296500
17,42300,France,Roanne,232,5,9,4,436000
18,42000,France,Saint-Etienne,225,8,9,2,475000
19,42000,France,St Etienne,115,4,9,3,189000
20,42000,France,St Etienne,124.63,4,9,3,192000
21,42300,France,Roanne,166,5,9,1,240000
22,42300,France,Roanne,309,1,9,3,260000
23,42300,France,Roanne,300,7,9,3,263000
24,42570,France,Saint Heand,141.02,4,9,6,272000
25,42400,France,St Chamond,280.43,7,9,4,299000
26,42300,France,Roanne,340,8,9,1,372000
27,42300,France,Roanne,166,1,9,1,240000
28,42000,France,St Etienne,72,3,9,1,69000
29,42000,France,Saint-Etienne,80,3,9,3,195000
30,42400,France,Saint-Chamond,106,4,9,3,199900
31,42300,France,Roanne,280,7,9,3,173000
32,42300,France,Roanne,240,6,9,3,260000
33,42120,France,Le Coteau,200,5,9,3,270000
34,42100,France,Saint-Etienne,124,5,9,3,327000
35,42000,France,St Etienne,98,4,9,3,79000
36,42100,France,St Etienne,115,5,9,3,133000
37,42400,France,St Chamond,125,6,9,1,130000
38,42000,France,St Etienne,174,1,9,5,70000
39,42700,France,Firminy,92,1,9,1,80000
40,42800,France,Rive-de-Gier,97,6,9,1,161000
41,42600,France,Montbrison,250,1,9,,106000
42,42700,France,Firminy,119,30,9,,85000
43,42153,France,Riorges,2100,,9,,399000
44,42600,France,Montbrison,230,,9,,96000
0,44780,France,Missillac,126,4,9,1,254000
1,44000,France,Nantes,208,7,9,5,798000
2,44500,France,La Baule-Escoublac,240,7,9,4,850000
3,44000,France,Nantes,265,7,9,4,895000
4,44000,France,Nantes,104,4,9,2,332800
5,44000,France,Nantes,208,4,9,5,789000
6,44500,France,La Baule-Escoublac,200,6,9,5,850000
7,44270,France,Machecoul,120,4,9,2,264000
8,44270,France,Machecoul,120,5,9,2,264000
9,44400,France,Reze,140,5,9,3,449000
10,44500,France,La Baule-Escoublac,179,6,9,3,499990
11,44000,France,Nantes,135,5,9,3,537000
12,44000,France,Nantes,160,9,9,2,1050000
13,44000,France,Nantes,335,6,9,4,1140000
14,44000,France,Nantes,200,5,9,3,397000
15,44000,France,Nantes,141,4,9,3,499000
16,44,France,Nantes,1000,10,9,1,1100000
17,44000,France,Nantes,265,7,9,4,898000
0,45000,France,Orleans,35.5,3,9,2,87000
0,49100,France,Angers,220,5,9,3,490700
1,49300,France,Cholet,180,6,9,4,245000
2,49300,France,Cholet,180,6,9,4,245000
3,49300,France,Cholet,170,6,9,4,247075
4,49000,France,Angers,85,3,9,3,85000
5,49000,France,Angers,150,5,9,,165000
0,51500,France,Ecueil,470,10,9,6,546000
1,51100,France,Reims,83.35,1,9,3,120000
2,51000,France,Chalons-en-Champagne,513,12,9,6,562000
3,51100,France,Reims,350,8,9,5,895000
4,51100,France,Reims,360,9,9,5,920000
0,57130,France,Jouy Aux Arches,150,6,9,1,219000
1,57000,France,Metz,113,4,9,2,255000
2,57050,France,Longeville les Metz,132.5,5,9,3,365000
3,57000,France,Metz,203,5,9,3,280000
0,59200,France,Tourcoing,313,5,9,3,399000
1,59280,France,Armentieres,90,1,9,1,98800
2,59710,France,Avelin,112,4,9,3,265000
3,59200,France,Tourcoing,225,5,9,4,495000
4,59100,France,Roubaix,93,4,9,2,175000
5,59100,France,Roubaix,120,3,9,2,189000
6,59100,France,Roubaix,170,5,9,4,199000
7,59100,France,Roubaix,170,5,9,2,209000
8,59100,France,Roubaix,130,4,9,2,217000
9,59200,France,Tourcoing,175,3,9,2,230000
10,59790,France,Ronchin,165,3,9,2,249000
11,59200,France,Tourcoing,159,4,9,3,256000
12,59100,France,Roubaix,195,3,9,2,265000
13,59320,France,Sequedin,106,5,9,2,275000
14,59113,France,Seclin,140,3,9,2,285000
15,59100,France,Roubaix,180,5,9,3,299500
16,59100,France,Roubaix,180,4,9,3,299500
17,59100,France,Roubaix,162,6,9,4,330000
18,59100,France,Roubaix,220,5,9,4,345000
19,59200,France,Tourcoing,180,3,9,2,350000
20,59200,France,Tourcoing,288,5,9,4,385980
21,59100,France,Roubaix,210,2,9,1,389000
22,59235,France,Bersee,350,6,9,5,398000
23,59240,France,Dunkerque,280,7,9,4,461500
24,59200,France,Tourcoing,295,5,9,5,480000
25,59100,France,Roubaix,300,5,9,4,480000
26,59800,France,Lille,300,4,9,3,500000
27,59000,France,Lille,168,5,9,4,599000
28,59120,France,Loos,270,5,9,3,630000
29,59000,France,Lille,276,8,9,4,1590000
30,59260,France,Hellemmes Lille,140,1,9,1,124000
31,59210,France,Coudekerque Branche,138,1,9,1,148000
32,59100,France,Roubaix,114,3,9,2,172000
33,59260,France,Hellemmes Lille,100,3,9,2,223900
34,59200,France,Tourcoing,140,3,9,2,225000
35,59236,France,Frelinghien,137,3,9,2,225200
36,59200,France,Tourcoing,170,5,9,3,235000
37,59200,France,Tourcoing,173,4,9,3,249000
38,59960,France,Neuville en Ferrain,163,5,9,2,269000
39,59100,France,Roubaix,160,5,9,3,299000
40,59800,France,Lille,84,2,9,1,315000
41,59170,France,Croix,165,1,9,1,345000
42,59150,France,Wattrelos,231,5,9,3,349000
43,59260,France,Hellemmes,149,4,9,3,353000
44,59100,France,Roubaix,270,6,9,4,395000
45,59118,France,Wambrechies,125,4,9,3,420000
46,59155,France,Faches Thumesnil,200,5,9,4,470000
47,59510,France,Hem,290,5,9,4,695000
48,59000,France,Lille,253,6,9,3,745000
49,59200,France,Tourcoing,220,5,9,1,159000
50,59200,France,Tourcoing,327,1,9,3,213500
51,59200,France,Tourcoing,300,1,9,1,182500
52,59100,France,Roubaix,154,5,9,4,345900
53,59200,France,Tourcoing,60,1,9,1,78500
54,59160,France,Lomme,88,5,9,1,165000
55,59200,France,Tourcoing,288,10,9,1,385980
56,59000,France,Lille,300,2,9,3,275000
57,59100,France,Roubaix,67,2,9,3,128000
58,59155,France,Faches-Thumesnil,65,7,9,4,175000
59,59300,France,Valenciennes,180,3,9,3,189900
60,59113,France,Seclin,94.75,5,9,4,204750
61,59200,France,Tourcoing,145,4,9,2,208000
62,59100,France,Roubaix,160,5,9,3,228000
63,59100,France,Roubaix,154,3,9,1,229000
64,59113,France,Seclin,94.75,6,9,2,231000
65,59182,France,Loffre,200,4,9,3,237000
66,59000,France,Lille,80,4,9,3,243300
67,59200,France,Tourcoing,133,4,9,3,259000
68,59150,France,Wattrelos,185,4,9,3,279800
69,59100,France,Roubaix,170,4,9,4,299000
70,59200,France,Tourcoing,180,4,9,4,310000
71,59260,France,Hellemmes-Lille,140,5,9,3,357000
72,59100,France,Roubaix,220,6,9,4,365000
73,59200,France,Tourcoing,301,5,9,1,448000
74,59000,France,Lille,222,1,9,3,458000
75,59510,France,Hem,200,6,9,3,470000
76,59000,France,Lille,320,5,9,5,520000
77,59000,France,Lille,180.61,4,9,3,520000
78,59000,France,Lille,161,8,9,3,880000
79,59000,France,Lille,473,4,9,3,149000
80,59700,France,Marcq en Baroeul,152.88,6,9,2,200000
81,59000,France,Lille,326,5,9,4,218000
82,59540,France,Caudry,110,3,9,2,240000
83,59200,France,Tourcoing,106,7,9,2,245000
84,59200,France,Tourcoing,250,4,9,5,399000
85,59000,France,Lille,90,4,9,5,450000
86,59139,France,Wattignies,126,9,9,4,480000
87,59100,France,Roubaix,270,9,9,3,525000
88,59200,France,Tourcoing,298,7,9,1,123500
89,59200,France,Tourcoing,301.8,5,9,3,165000
90,59110,France,La Madeleine,200,3,9,2,168000
91,59280,France,Armentieres,63,4,9,1,185000
92,59280,France,Armentieres,125,3,9,2,193000
93,59200,France,Tourcoing,100,2,9,2,219000
94,59100,France,Roubaix,112.97,3,9,2,220000
95,59200,France,Tourcoing,100,4,9,4,235000
96,59200,France,Tourcoing,101,3,9,1,241500
97,59200,France,Tourcoing,139,5,9,,
98,59200,France,Tourcoing,150,5,9,,
99,59136,France,Wavrin,100,,9,,
100,59790,France,Ronchin,135,3,9,2,249000
101,59200,France,Tourcoing,152.92,4,9,3,249000
102,59113,France,Seclin,131.78,4,9,3,310000
103,59155,France,Faches-Thumesnil,145,4,9,3,345000
104,59155,France,Faches-Thumesnil,230,5,9,4,362000
105,59000,France,Lille,130,5,9,3,375000
106,59155,France,Faches-Thumesnil,157,3,9,2,378000
107,59200,France,Tourcoing,380,5,9,4,420000
108,59200,France,Tourcoing,90,3,9,2,148000
109,59200,France,Tourcoing,69,3,9,2,179000
110,59200,France,Tourcoing,101,4,9,2,189000
111,59200,France,Tourcoing,80,3,9,2,189000
112,59200,France,Tourcoing,130,4,9,3,199000
113,59200,France,Tourcoing,130,3,9,2,249000
114,59118,France,Wambrechies,125,4,9,3,420000
115,59100,France,Roubaix,580,10,9,1,490000
116,59100,France,Roubaix,112,2,9,1,183750
117,59000,France,Lille,222,4,9,3,473000
118,59350,France,Saint-André-Lez-Lille,216,4,9,3,349000
119,59200,France,Tourcoing,131,3,9,3,280000
120,59200,France,Tourcoing,68,4,9,2,134000
121,59100,France,Roubaix,270,3,9,3,199000
122,59200,France,Tourcoing,125,3,9,2,225000
123,59200,France,Tourcoing,110,4,9,2,229000
124,59200,France,Tourcoing,160,5,9,3,230000
125,59155,France,Faches-Thumesnil,156,1,9,4,245000
126,59136,France,Wavrin,300,1,9,1,262500
127,59200,France,Tourcoing,55,3,9,1,95000
128,59200,France,Tourcoing,167,3,9,1,127000
129,59100,France,Roubaix,105,4,9,2,198000
130,59200,France,Tourcoing,236,6,9,3,219000
131,59490,France,Somain,260,7,9,3,221400
132,59200,France,Tourcoing,255,4,9,4,299000
133,59500,France,Douai,150,4,9,3,109900
134,59200,France,Tourcoing,112,2,9,1,229000
135,59200,France,Tourcoing,,,9,,90000
0,63450,France,St Sandoux,45,1,9,1,16000
1,63550,France,Saint-Rémy-sur-Durolle,200,1,9,1,29000
0,66660,France,Port Vendres,130,1,9,1,185000
1,66100,France,Perpignan,108,1,9,2,139000
2,66660,France,Port Vendres,115,1,9,3,289000
3,66170,France,Millas,70,1,9,,44000
0,67230,France,Sand,235,5,9,3,350000
1,67000,France,Strasbourg,100,4,9,3,360000
2,67100,France,Strasbourg,331,7,9,1,375000
3,67130,France,La Broque,140,4,9,5,85000
4,67000,France,Strasbourg,72,3,9,2,179000
5,67190,France,Mutzig,138,3,9,1,195900
6,67200,France,Strasbourg,85,,9,,169000
0,69009,France,Lyon 9ème,51,1,9,1,190000
1,69007,France,Lyon 7ème,86.54,6,9,1,135000
2,69001,France,Lyon 1er,105,1,9,4,325000
3,69004,France,Lyon 4ème,79,2,9,4,259000
4,69006,France,Lyon 6ème,174,6,9,3,629000
5,69003,France,Lyon 3ème,130,7,9,1,265000
6,69002,France,Lyon 2ème,160,5,9,1,1300000
7,69004,France,Lyon 4ème,157,1,9,1,523000
8,69004,France,Lyon 4ème,74,2,9,1,251000
9,69004,France,Lyon 4ème,83,6,9,4,272000
10,69004,France,Lyon 4ème,19,3,9,2,82000
11,69100,France,Villeurbanne,46,7,9,4,169000
12,69100,France,Villeurbanne,122,2,9,1,425000
13,69100,France,Villeurbanne,75,6,9,4,135000
14,69300,France,Caluire et Cuire,350,2,9,1,1050000
15,69190,France,Saint-Fons,68,2,9,1,144000
16,69004,France,Lyon 4ème,237.94,1,9,3,650000
17,69100,France,Villeurbanne,52,5,9,3,189000
18,69210,France,L Arbresle,45.55,6,9,2,77000
