,city,property_type,lat,long,bedrooms,bathrooms,price
24,Montpellier,Appartement,43.60906479274093,3.879743558853877,1,1.0,62
25,Montpellier,Appartement,43.61126864498603,3.877073689147479,1,1.0,37
26,Montpellier,Appartement,43.61644933414439,3.8740820916767533,0,1.0,39
27,Montpellier,Appartement,43.603058209626404,3.878077476042607,1,1.0,42
28,Montpellier,Loft,43.60407295952808,3.8847066772983716,1,1.0,53
29,Montpellier,Appartement,43.611086615862426,3.870365722060325,1,1.0,40
30,Montpellier,Appartement,43.611922310797006,3.8768623060110956,1,1.0,34
31,Montpellier,Appartement,43.608221915939616,3.8707591353159354,1,1.0,33
32,Montpellier,Appartement,43.61025876145799,3.8746157778979984,1,1.0,62
33,Montpellier,Appartement,43.60613845062952,3.8682742870775444,1,1.0,16
34,Grabels,Appartement,43.64229344988311,3.804016624988566,0,1.0,38
35,Montpellier,Appartement,43.60738095237724,3.8762081125155627,,1.0,36
36,Montpellier,Appartement,43.609708846345,3.8690552558903066,1,1.0,57
37,Montpellier,Appartement,43.619150350474776,3.871541911500941,0,1.0,31
38,Montpellier,Appartement,43.60360503913207,3.8747493508335364,1,1.0,31
39,Pignan,Villa,43.590426301505865,3.76487302813425,1,1.0,31
40,Montpellier,Appartement,43.60746791749354,3.8795229788305474,1,1.0,41
41,Castelnau-le-Lez,Appartement,43.62710618308027,3.8993633782414854,1,1.0,34
42,Montpellier,Appartement,43.60081484103971,3.8811643211911235,0,1.0,38
43,Montpellier,Appartement,43.60613184560096,3.8733338274811775,1,1.0,35
44,Montpellier,Appartement,43.61040679174216,3.874414490171615,1,1.0,41
45,Montpellier,Appartement,43.604575383342635,3.883009517210772,0,1.0,51
46,Montpellier,Appartement,43.60824972635878,3.880799587683178,1,1.0,50
47,Montpellier,Appartement,43.61324450759315,3.882502629169837,1,1.0,31
48,Montpellier,Appartement,43.60844814951949,3.872168919774334,1,1.0,29
49,Montpellier,Appartement,43.610596265629496,3.878138534257285,1,1.0,47
0,Bordeaux,Autre,44.84250548597032,-0.5817536235886066,0,1.0,36
1,Bordeaux,Appartement,44.84140348667241,-0.570456262802227,1,1.0,50
2,Bordeaux,Appartement,44.83891471145888,-0.5706825535823943,0,1.0,36
3,Bordeaux,Appartement,44.83676448836571,-0.5690473830731345,1,1.0,47
4,Artigues-près-Bordeaux,Maison,44.865414593299015,-0.4806806114280715,1,1.0,26
5,Bordeaux,Appartement,44.8441099345647,-0.5812092229704476,1,1.0,72
6,Bordeaux,Appartement,44.86304387463994,-0.5702830232554362,1,1.0,22
7,Bordeaux,Appartement,44.83201009715093,-0.5869515853202505,0,1.0,29
8,Bordeaux,Appartement,44.8316256202496,-0.5862705691556207,1,1.0,47
9,Bordeaux,Appartement,44.83135355929649,-0.5808970152723398,1,1.0,40
10,Bordeaux,Appartement,44.835269367018675,-0.5700644770172025,0,1.0,59
11,Bordeaux,Maison,44.81405965274996,-0.565351889680711,1,1.0,29
12,Talence,Appartement,44.7955834004704,-0.5912086586933568,0,1.0,39
13,Bordeaux,Appartement,44.851252470054625,-0.5857645988610684,0,1.0,37
14,Bordeaux,Appartement,44.83599407311262,-0.5793117657708357,1,1.0,31
15,Bordeaux,Appartement,44.84472474507994,-0.5780863603341041,1,1.0,61
16,Bordeaux,Appartement,44.83135068534347,-0.5776341937622737,1,1.0,62
17,Bordeaux,Appartement,44.83387849244084,-0.5640066826916508,1,1.0,72
18,Bordeaux,Appartement,44.85056237913414,-0.5898188967471941,1,1.0,38
19,Bordeaux,Appartement,44.837350365765325,-0.5707556284685575,0,1.0,59
20,Bordeaux,Appartement,44.83474357850512,-0.5686552269780842,1,1.0,21
21,Bordeaux,Appartement,44.84163074216342,-0.5780498222506841,2,1.0,86
22,Bordeaux,Appartement,44.8366106801348,-0.5705592600183097,1,1.0,62
23,Bordeaux,Appartement,44.83872149342321,-0.5668137636097516,1,1.0,59
24,Bègles,Maison,44.804780683054176,-0.5508176752323102,1,1.0,30
25,Le Bouscat,Appartement,44.874913111997095,-0.5998875109037336,1,1.0,36
26,Bordeaux,Appartement,44.826113618028536,-0.557999601803603,1,1.0,41
27,Le Bouscat,Appartement,44.85931347667262,-0.5975699432931681,1,1.0,20
28,Bordeaux,Appartement,44.83637856647605,-0.5718060008508148,1,1.0,74
29,Bordeaux,Appartement,44.84512096675032,-0.580449344918092,0,1.0,47
30,Bordeaux,Appartement,44.85156050057923,-0.5754387166549618,1,1.0,59
31,Bordeaux,Appartement,44.83525372527676,-0.5763007737351626,0,1.0,48
32,Cenon,Appartement,44.8561114127398,-0.526940467251246,1,1.0,36
33,Pessac,Appartement,44.80667720707867,-0.6299850456496608,1,1.0,29
34,Bordeaux,Appartement,44.8375373001134,-0.5746214821067921,1,1.5,26
35,Bordeaux,Appartement,44.83842913592147,-0.5760473615131846,1,1.5,41
36,Bordeaux,Appartement,44.832707817640426,-0.5703827160180918,1,1.0,31
37,Bordeaux,Appartement,44.83627878599137,-0.5644757560768191,1,1.0,41
38,Bordeaux,Appartement,44.83330227057242,-0.5635240662793564,1,1.0,47
39,Bordeaux,Appartement,44.844754019080256,-0.5806469347924464,1,1.0,103
40,Bordeaux,Appartement,44.8344495623902,-0.5833998704828358,0,1.0,98
41,Bordeaux,Appartement,44.84077371743128,-0.5693524484497903,0,1.0,71
42,Bordeaux,Appartement,44.83779123318344,-0.5679169711576342,1,1.0,72
43,Bordeaux,Appartement,44.83696160878806,-0.5694225744831277,0,1.0,50
44,Bordeaux,Appartement,44.85293451227472,-0.5738490466205403,1,1.5,72
45,Bordeaux,Maison,44.82440296110134,-0.5670995765341826,1,1.0,41
46,Bordeaux,Appartement,44.837973319570494,-0.5683054160635674,0,1.0,48
47,Bordeaux,Appartement,44.83155355846962,-0.5798104451025559,1,1.0,41
48,Bordeaux,Appartement,44.843591961849704,-0.5800974424270846,1,1.0,69
49,Bordeaux,Appartement,44.830286515200946,-0.5646510714571784,1,1.0,40
0,Lille,Appartement,50.62954509448992,3.060114459383791,1,1.0,67
1,Lille,Appartement,50.64349177318792,3.089432479963342,1,1.0,20
2,Pérenchies,Maison,50.664729897468725,2.9768421578323085,1,1.0,17
3,Lille,Appartement,50.63673340081469,3.062762211251638,0,1.0,83
4,Lille,Appartement,50.617894194129676,3.028233518473667,1,1.0,31
5,Lille,Appartement,50.62554275949704,3.0441447149557788,0,1.0,72
6,La Madeleine,Appartement,50.65517869117889,3.0735391171731274,2,1.0,83
7,Lille,Appartement,50.62849229660054,3.0569081698873886,1,1.0,34
8,Lille,Appartement,50.63296894049834,3.0461959307731488,0,1.0,35
9,Lille,Appartement,50.63652598703414,3.0601447671802497,1,1.0,74
10,Roubaix,Appartement,50.681528973624964,3.1729023315185785,1,1.0,32
11,Croix,Loft,50.668190025762314,3.151491294193355,0,1.0,51
12,Lille,Appartement,50.638674711548845,3.0681860595606234,0,1.0,36
13,Lille,Appartement,50.63510892959704,3.0672350031363793,1,1.0,41
14,La Madeleine,Appartement,50.65180598693302,3.0664120088980127,1,1.0,41
15,Lille,Maison,50.62732181124684,3.0343846847591496,1,1.0,41
16,Lille,Maison,50.621968569414335,3.0689962134857613,1,1.0,51
17,Lille,Appartement,50.62905917499118,3.0506806036154566,1,1.0,87
18,Lille,Appartement,50.62437573328966,3.0505316661005266,1,1.0,31
19,Lille,Maison,50.63264389262738,3.0180595032361412,1,1.0,26
20,Lille,Appartement,50.64357469629553,3.065428839653811,1,1.0,62
21,Lille,Appartement,50.62860935459365,3.05511897661452,1,1.0,44
22,Saint-André-lez-Lille,Bed & Breakfast,50.655806815260654,3.044043833345935,1,1.0,26
23,Mons-en-Barœul,Appartement,50.64436224621398,3.1126649988859683,1,1.0,17
24,Lille,Appartement,50.62939713552109,3.055971027578124,1,1.0,36
25,Lille,Maison,50.64112472313308,3.082899978476055,1,1.0,51
26,Lille,Maison,50.63146809293106,3.099042209931858,1,1.0,21
27,Lille,Appartement,50.637192888087675,3.0661930830567554,1,1.0,56
28,Lille,Appartement,50.64793500034904,2.9938035597043537,1,1.0,47
29,Lille,Appartement,50.625865045236104,3.059927366620511,0,1.0,72
30,Tourcoing,Appartement,50.71706096158702,3.165025694525658,1,1.0,35
31,Lille,Appartement,50.63263379541689,3.0672597566624855,1,1.0,83
32,Lambersart,Appartement,50.64953151285738,3.031269882773552,0,1.0,36
33,Lille,Loft,50.639396501207244,3.0705841910587695,1,1.0,88
34,Lille,Appartement,50.63278920779507,3.057979896211591,2,1.0,114
35,Lille,Appartement,50.64143684808242,3.058559932608404,0,1.0,47
36,Lille,Appartement,50.62815741028308,3.0595871826925207,1,1.0,49
37,Lille,Appartement,50.64070381716861,3.0545856326426986,0,1.0,24
38,Lille,Appartement,50.621473147586485,3.061417215715835,1,1.0,51
39,Lille,Appartement,50.6320960067683,3.0639687766734616,1,1.0,51
40,Lille,Appartement,50.64466386759144,3.0923068045193687,1,1.0,26
41,Lille,Appartement,50.63464395182073,3.0872189147070683,0,1.0,26
42,Lille,Appartement,50.639189331738194,3.0733170083488126,0,1.0,48
43,Lille,Appartement,50.638720100253416,3.060496101219224,1,1.0,26
44,Lille,Appartement,50.63036517016018,3.066605279783244,0,1.0,39
45,Villeneuve-d'Ascq,Appartement,50.616440999214916,3.1301633454715234,1,1.0,16
46,Lille,Appartement,50.63970845869028,3.0560890239094123,1,1.0,67
47,Lille,Appartement,50.625061616245944,3.0566181663966128,1,1.0,62
48,Lille,Appartement,50.633993235141375,3.0656056697311245,0,1.0,62
49,Tourcoing,Appartement,50.726931971745735,3.163167439369994,1,1.0,30
0,Rennes,Appartement,48.09841969892691,-1.6834506240132598,1,1.0,47
1,Melesse,Appartement,48.2181079077155,-1.6963162770071682,1,1.0,31
2,Rennes,Appartement,48.11222811351738,-1.6810029636487667,1,1.0,61
3,Rennes,Appartement,48.10758299778237,-1.691393647426525,1,1.0,31
4,Rennes,Appartement,48.113638031873435,-1.6851009558202321,0,1.0,47
5,Rennes,Appartement,48.11589951455211,-1.678440693287955,0,1.0,41
6,Rennes,Appartement,48.094206602025245,-1.6685478964984728,1,1.0,26
7,Rennes,Appartement,48.10306567437532,-1.6756217569200078,1,1.0,33
8,Rennes,Appartement,48.110079354102176,-1.6771549529448548,1,1.0,51
9,Pont-Péan,Appartement,48.0191673150353,-1.7106036994247245,1,1.0,39
10,Rennes,Appartement,48.11333250637319,-1.6817944274723093,1,1.0,22
11,Rennes,Appartement,48.11370018621688,-1.6876381110799235,1,1.0,40
12,Rennes,Maison,48.11553449546062,-1.6842759376701992,1,1.0,39
13,Rennes,Appartement,48.09952033861835,-1.6891027553861475,1,1.0,36
14,Rennes,Appartement,48.09504887794886,-1.6880872334758616,0,1.0,26
15,Rennes,Appartement,48.11256278341154,-1.6996771381033515,0,1.0,26
16,Rennes,Appartement,48.11258547929798,-1.6867850993039861,1,1.0,51
17,Rennes,Appartement,48.10700369181367,-1.6919289647052254,1,1.0,37
18,Rennes,Appartement,48.108020547201434,-1.661226869036423,1,1.0,36
19,Rennes,Appartement,48.09801980064325,-1.672826806663606,1,1.0,41
20,Rennes,Appartement,48.11228098457201,-1.6801723349823297,1,1.0,48
21,Rennes,Appartement,48.12279371038303,-1.6696682800900924,1,1.0,26
22,Rennes,Maison de ville,48.103268530410254,-1.7013876166790047,1,1.0,22
23,Rennes,Appartement,48.11207026855362,-1.6773115723822087,0,1.0,40
24,Rennes,Appartement,48.116777206792406,-1.681817978235777,1,1.0,41
25,Rennes,Appartement,48.11616558074114,-1.705999106046351,1,1.0,27
26,Rennes,Appartement,48.10638803509885,-1.6729877223218905,1,1.0,81
27,Rennes,Appartement,48.10942253937722,-1.6783882399759684,1,1.0,51
28,Rennes,Appartement,48.103404347140696,-1.6522891829579283,1,1.0,40
29,Rennes,Appartement,48.11666749241237,-1.6843306426033384,1,1.0,36
30,Rennes,Appartement,48.108930306137744,-1.6776161357182404,1,1.0,51
31,Rennes,Maison de ville,48.118467470527996,-1.6745295271853584,1,1.0,41
32,Rennes,Appartement,48.11694090065625,-1.6821538591568177,1,1.0,41
33,Rennes,Bed & Breakfast,48.09994167278357,-1.6969143401999913,1,1.0,26
34,Rennes,Appartement,48.107356828475204,-1.6925603129590001,1,1.0,20
35,Rennes,Appartement,48.10714697660212,-1.678427586708643,1,1.0,16
36,Rennes,Appartement,48.10742162290013,-1.688318629592737,0,1.0,26
37,Rennes,Appartement,48.1242025884507,-1.6537641800537566,1,1.0,26
38,Rennes,Appartement,48.09832187302932,-1.6714946130949206,1,1.0,33
39,Rennes,Appartement,48.11099557840963,-1.6641684240701833,1,1.0,47
40,Rennes,Appartement,48.11493837026354,-1.6792341468675847,1,1.0,36
41,Rennes,Maison,48.11979068967203,-1.6732972608362215,1,2.0,54
42,Rennes,Appartement,48.11666445261179,-1.6851676697713374,0,1.0,31
43,Rennes,Appartement,48.11215803714456,-1.685643202731556,1,1.0,49
44,Rennes,Appartement,48.10451369657526,-1.6833446461061443,1,1.0,36
45,Rennes,Appartement,48.10645767349728,-1.6993127366939615,1,1.0,41
46,Rennes,Appartement,48.10820925590477,-1.6874717849922432,1,1.0,56
47,Rennes,Appartement,48.11663326037675,-1.666773379451695,2,1.0,36
48,Rennes,Appartement,48.11275137096713,-1.679393866513188,0,1.0,32
49,Saint-Germain-sur-Ille,Appartement,48.24821995639495,-1.6606882742293505,1,1.0,16
0,Reims,Appartement,49.25077909052882,4.03670923141748,2,1.0,64
1,Reims,Appartement,49.25841489850002,4.020406063644891,1,1.0,83
2,Ville-Dommange,Maison,49.20129768643938,3.935168004103352,1,1.0,26
3,Reims,Appartement,49.241323085155805,4.043242750501911,1,1.0,36
4,Reims,Appartement,49.251011394732494,4.033507910764384,1,1.0,61
5,Reims,Appartement,49.26219750069255,4.021373434668845,1,1.0,57
6,Reims,Appartement,49.25391501494196,4.041155930520432,1,1.0,30
7,Reims,Maison,49.25111513088524,4.033043786772062,3,2.0,144
8,Courcelles-Sapicourt,Bed & Breakfast,49.26059779005828,3.8443975491462963,1,1.0,98
9,Reims,Appartement,49.25229138402268,4.024674290495461,1,1.0,62
10,Reims,Appartement,49.25562206491207,4.038476405279463,1,1.0,72
11,Reims,Appartement,49.26037332254025,4.045315792362439,1,1.0,20
12,Reims,Appartement,49.259408006188764,4.032600016414169,0,1.0,83
13,Reims,Appartement,49.26186972521746,4.042223628056196,1,1.0,41
14,Reims,Maison,49.260681134920425,4.0235198226913305,1,1.0,26
15,Reims,Appartement,49.258899840108114,4.04351201823108,1,1.5,41
16,Merfy,Maison,49.28226213581046,3.9451713749067197,1,2.0,51
17,Reims,Appartement,49.25286468511816,4.028360769121929,1,1.0,31
18,Reims,Appartement,49.26064352766953,4.049838807461304,0,1.0,26
19,Reims,Appartement,49.24844286409223,4.033016993516169,1,1.0,47
20,Reims,Appartement,49.2518819914937,4.036256821790717,0,1.0,38
21,Tinqueux,Appartement en résidence,49.24616336215911,4.004088299707553,1,1.0,51
22,Germaine,Autre,49.124986911601596,4.017192078485563,1,1.0,103
23,Taissy,Maison,49.21263242288328,4.100600202093396,1,1.0,62
24,Ludes,Autre,49.15845474779587,4.079153537718102,1,1.0,29
25,Reims,Appartement,49.25299486641634,4.031192062920415,2,1.0,103
26,Reims,Appartement,49.248224297970424,4.0120128680241205,0,1.0,47
27,Reims,Appartement,49.25253219131253,4.033273050821909,2,1.0,51
28,Reims,Appartement,49.252076076398254,4.033569381236659,2,1.0,68
29,Reims,Appartement,49.254803839772784,4.038936769369094,0,1.0,67
30,Reims,Appartement,49.25462535719321,4.026707871382676,1,1.0,59
31,Reims,Appartement,49.25298368192758,4.031635721317332,2,1.0,78
32,Reims,Maison,49.214549128799945,4.02985970147719,1,1.0,62
33,Reims,Appartement,49.25284784727265,4.041818076623783,0,1.0,41
34,Reims,Appartement,49.24377883454512,4.021185004082497,0,1.0,36
35,Reims,Appartement,49.2567924844398,4.01919579689756,1,1.0,47
36,Saint-Imoges,Maison,49.11096767857287,3.9755379320333506,1,1.0,51
37,Cernay-lès-Reims,Maison,49.26160325883276,4.1009094794745735,5,2.0,109
38,Reims,Appartement,49.26481572588166,4.0208504045044,0,1.0,31
39,Reims,Appartement,49.247498658905485,4.010085168122951,0,1.0,31
40,Reims,Appartement,49.25776988639364,4.036100199059322,1,1.0,78
41,Reims,Appartement,49.256514543409345,4.036884824390955,1,1.0,38
42,Reims,Appartement,49.24983795485716,4.025512766467511,0,1.0,31
43,Reims,Appartement,49.25286440744391,4.039436104243664,1,1.0,26
44,Reims,Maison,49.250046803774175,4.039841435441642,1,1.0,92
45,Reims,Maison,49.24279095055435,4.0471141670287185,3,2.0,83
46,Sacy,Maison,49.19776587539414,3.9511334238786406,1,1.0,98
47,Reims,Appartement,49.24631922643201,4.050761712590982,0,1.0,26
48,Reims,Appartement,49.222257493249856,4.028950600384304,2,1.0,57
49,Reims,Maison,49.25471621087797,4.049072547262382,1,1.0,53
0,Honfleur,Appartement,49.42398805072215,0.226528142354474,1,1.0,72
1,Le Havre,Bungalow,49.4992011543277,0.12171640439743753,1,1.0,28
2,Le Havre,Appartement,49.49820832603301,0.12106584951535046,1,1.0,26
3,Le Havre,Appartement,49.48504809337972,0.13123444020455352,1,1.0,34
4,Le Havre,Appartement,49.49206742375646,0.10033572468338753,1,1.0,36
5,Honfleur,Appartement,49.41452179234029,0.22771200156646176,1,1.0,78
6,Le Havre,Appartement,49.50025443390237,0.09008134475937782,1,1.0,51
7,Le Havre,Appartement,49.49929619428661,0.1377989234325769,1,1.0,34
8,Le Havre,Appartement,49.486934331811376,0.10198881373999447,1,1.0,62
9,Le Havre,Appartement,49.49067643650878,0.11300795683507758,0,1.0,114
10,Le Havre,Bed & Breakfast,49.51581534469375,0.07277202343051557,1,1.0,41
11,Équemauville,Appartement,49.38563394270664,0.20419420156034743,1,1.0,51
12,Honfleur,Autre,49.41980010059311,0.23237567108254215,1,0.5,51
13,Le Havre,Appartement,49.4913825240978,0.09686604828060606,1,1.0,47
14,Honfleur,Appartement,49.41845565532879,0.23484293177294868,1,1.0,38
15,Honfleur,Appartement,49.41782194485826,0.2332076262893377,1,1.0,87
16,Le Havre,Bed & Breakfast,49.491075391997114,0.10536247359649487,1,1.0,35
17,Le Havre,Appartement,49.49664853289199,0.09704383060845445,1,1.0,56
18,Honfleur,Appartement,49.41898597908331,0.23305019796762577,1,1.5,78
19,Trouville-sur-Mer,Appartement,49.37221760109736,0.0848537295429151,1,1.0,51
20,Trouville-sur-Mer,Appartement,49.36585013248103,0.08212451071587276,1,1.0,36
21,Honfleur,Appartement,49.4127231018099,0.2259202158775731,1,1.0,103
22,Le Havre,Appartement,49.48553243856508,0.10497487178904882,1,1.0,47
23,Honfleur,Appartement,49.42336229915743,0.22714816226504472,0,1.0,62
24,Deauville,Appartement,49.35676489386015,0.0649172605051977,0,1.0,50
25,le Havre,Appartement,49.50619708796995,0.2000062912320347,1,1.0,39
26,Le Havre,Appartement,49.501890511148844,0.14325532569465335,1,1.0,16
27,Le Havre,Appartement,49.489363821950406,0.10868721652597384,0,1.0,51
28,Trouville-sur-Mer,Appartement,49.37681132221583,0.09467902675509687,1,1.0,47
29,Le Havre,Appartement,49.49931976981838,0.1245176093796122,1,1.0,51
30,Deauville,Appartement,49.35896498738888,0.0772877321058054,1,1.0,72
31,Le Havre,Appartement,49.50122138968454,0.14181683718677415,0,1.0,20
32,Touques,Bed & Breakfast,49.37399164635734,0.1276201500868467,1,1.0,81
33,Le Havre,Maison,49.52775831269646,0.09699074643110238,1,1.0,36
34,Deauville,Appartement,49.356980167157,0.06464646360315406,0,1.0,53
35,Trouville-sur-Mer,Appartement,49.36935979092256,0.08066481879483482,1,1.0,52
36,Honfleur,Appartement,49.41665832468398,0.23306948438888392,0,1.0,62
37,Deauville,Appartement,49.3565647753954,0.0706376166432703,0,1.0,75
38,Trouville-sur-Mer,Appartement,49.37172098668316,0.08390955583603893,1,1.0,114
39,Le Havre,Maison,49.51304416204124,0.11384000534934645,0,1.0,47
40,Le Havre,Appartement,49.50132502981774,0.11272310754195884,0,1.0,56
41,Le Havre,Appartement,49.492844404951406,0.10622119675424099,3,1.0,62
42,Trouville-sur-Mer,Appartement,49.36176292113392,0.08671512768354972,0,1.0,51
43,Le Havre,Appartement,49.49212950931911,0.10644206877135629,1,1.0,36
44,Trouville-sur-Mer,Appartement,49.3759916353605,0.09273984232838164,0,1.0,40
45,Le Havre,Bed & Breakfast,49.500578130573174,0.11697604693373762,1,1.0,51
46,Le Havre,Appartement,49.49445450336129,0.09740230728767361,1,1.0,40
47,Honfleur,Appartement,49.42397490108834,0.2273657992255533,1,7.0,62
48,Le Havre,Appartement,49.488081708649084,0.11100500393417617,1,1.0,62
49,Villerville,Appartement,49.40276088785494,0.12721576810622298,1,1.0,56
0,Saint-Étienne,Appartement,45.43411347794152,4.391896098850361,1,2.0,51
1,Saint-Étienne,Appartement,45.45439495849146,4.384624224410495,1,1.0,103
2,Saint-Étienne,Appartement,45.43025945751991,4.394167090372069,1,1.0,20
3,Saint-Étienne,Appartement,45.44001018806523,4.397489477105139,1,1.0,92
4,Saint-Étienne,Loft,45.43677591285387,4.38426117686387,3,1.0,82
5,Saint-Étienne,Appartement,45.43882829006056,4.386980890129166,1,1.0,51
6,Planfoy,Maison,45.37778336346644,4.461641004708645,1,1.0,31
7,Saint-Étienne,Appartement,45.44456325414545,4.387872390565382,2,1.0,51
8,Saint-Étienne,Appartement,45.413266479350675,4.398029542573262,1,1.0,17
9,Saint-Étienne,Appartement,45.40681753433997,4.4467821118999895,0,1.0,36
10,Saint-Étienne,Appartement,45.43506340732309,4.385564219856369,1,1.0,41
11,Saint-Étienne,Maison,45.419059974938655,4.39713750151258,1,1.0,18
12,Saint-Étienne,Appartement,45.41489952894777,4.401247860734725,0,1.0,31
13,Saint-Étienne,Appartement,45.425641029846105,4.396302358202452,1,1.0,26
14,Saint-Étienne,Appartement,45.44064280494197,4.3905646897410975,1,1.0,102
15,Saint-Étienne,Appartement,45.4384448327872,4.386258464495934,1,1.0,123
16,Saint-Étienne,Appartement,45.42961385822147,4.394694920776101,1,1.0,36
17,Firminy,Appartement,45.38940985412304,4.292755208809368,1,1.0,11
18,Saint-Étienne,Appartement,45.43742206162221,4.389756057086112,0,1.0,31
19,Saint-Étienne,Appartement,45.436632525230685,4.405494918722628,1,1.0,22
20,Saint-Étienne,Appartement,45.43397162741096,4.391365881618357,1,1.0,165
21,Saint-Étienne,Appartement,45.44084720838049,4.397298251230231,1,1.0,22
22,Saint-Héand,Appartement,45.52559572845707,4.370687671188595,1,1.0,14
23,Saint-Étienne,Bed & Breakfast,45.408274359437435,4.387310594642674,1,1.0,20
24,Unieux,Maison,45.40027497933723,4.280499608432199,1,1.5,19
25,Saint-Étienne,Appartement,45.43961516257489,4.39078921176208,1,1.0,154
26,Saint-Étienne,Appartement,45.425729002450986,4.411993259374633,1,1.0,42
27,Saint-Étienne,Appartement,45.421027107925916,4.384747052666474,1,1.5,154
28,Saint-Priest-en-Jarez,Maison,45.468169038643374,4.37960590079218,1,1.0,47
29,Saint-Étienne,Appartement,45.432971711941185,4.3930676186715765,1,1.0,36
30,Saint-Étienne,Appartement,45.45150324728829,4.38058575358483,2,1.5,186
31,Saint-Étienne,Appartement,45.432684057376406,4.389563756805742,2,1.0,206
32,Saint-Étienne,Appartement,45.428695947745105,4.388385697783782,1,1.0,82
33,Saint-Étienne,Appartement,45.44507249121671,4.383611138528692,1,1.0,51
34,Saint-Genest-Malifaux,Maison,45.37731937014311,4.4176763999865365,0,1.0,41
35,Saint-Étienne,Appartement,45.43419393926401,4.389173087002573,0,1.0,123
36,Saint-Étienne,Bed & Breakfast,45.44587264219238,4.384096858197369,1,1.0,103
37,Saint-Étienne,Appartement,45.446248026607066,4.375429832310926,2,1.0,41
38,Saint-Étienne,Appartement en résidence,45.43583628959132,4.396095815929306,1,1.0,123
39,Firminy,Appartement,45.37864147262395,4.282266306525997,1,1.0,41
40,Saint-Chamond,Appartement,45.47465495154164,4.51026105426626,2,1.0,38
41,Saint-Étienne,Maison de ville,45.42937216246101,4.397186373849216,1,1.0,92
42,Saint-Étienne,Appartement,45.42586210748444,4.402576693707185,1,1.0,17
43,Saint-Étienne,Appartement,45.43922475561478,4.376370480091132,1,1.0,83
44,Saint-Étienne,Appartement,45.42375154821021,4.394867339385029,1,1.0,108
45,Saint-Chamond,Maison,45.474609270611815,4.501272076951244,1,1.0,41
46,Saint-Étienne,Appartement,45.43079277445172,4.408260457127852,1,1.0,47
47,Saint-Étienne,Appartement,45.43534137316258,4.39595048932301,1,1.0,17
48,Planfoy,Autre,45.39039796296137,4.43968487962264,1,1.0,26
49,Saint-Étienne,Appartement,45.435846904200204,4.3960769970288425,1,1.0,165
0,Toulon,Maison,43.12095623835801,5.970886687566618,0,1.0,41
1,Toulon,Appartement,43.121187575762974,5.931780530431516,0,1.0,41
2,Toulon ,Appartement,43.12476766207643,5.928269305205284,1,1.0,36
3,Toulon,Bed & Breakfast,43.11307040596477,5.939228937218704,1,1.0,31
4,La Seyne-sur-Mer,Appartement,43.07890558565371,5.897636948011198,0,1.0,18
5,Toulon,Appartement,43.129481676976745,5.920939711017409,1,1.0,41
6,Toulon,Appartement,43.11959276649284,5.9474116457099235,1,1.0,41
7,Toulon,Appartement,43.12215411236743,5.9347517943406825,1,1.0,40
8,Toulon,Maison,43.11546027514295,5.9656389569331765,1,1.0,31
9,Toulon,Appartement,43.130721475539396,5.919282346501979,1,1.0,36
10,Toulon,Appartement,43.121409603297806,5.933801449432466,2,1.0,39
11,Toulon,Loft,43.12739837423895,5.955546744404653,1,1.0,20
12,Toulon,Villa,43.152939086206075,5.897687691043932,1,1.0,31
13,Toulon,Appartement,43.1103868308126,5.939045625169826,1,1.0,41
14,Toulon,Appartement,43.1087323688969,5.942149877076123,1,1.0,51
15,Toulon,Appartement,43.112033201806796,5.9407815195253955,4,2.0,92
16,Toulon,Appartement,43.14590929672692,5.890592520757226,1,1.0,154
17,Toulon,Appartement,43.11068644242192,5.936919011454167,0,1.0,51
18,Toulon,Appartement,43.13064890653314,5.9662884619504375,0,1.0,40
19,Toulon,Appartement,43.13315230205823,5.928331316662379,0,1.0,45
20,Toulon,Maison,43.1369904945622,5.900213186949165,1,1.0,44
21,Toulon,Appartement,43.1219777804473,5.929559479479296,0,1.0,26
22,Toulon,Appartement,43.12234333193257,5.9330265152324255,1,1.0,26
23,Toulon,Chambres d'hôtes,43.15580361236487,5.923837069334738,1,1.0,17
24,Toulon,Appartement,43.12736108995922,5.968922692779639,1,1.0,22
25,Toulon,Appartement,43.12309782655149,5.934522359555703,1,1.0,44
26,Toulon,Appartement,43.10739821329403,5.938541248544888,0,1.0,55
27,Toulon,Appartement,43.126200696149475,5.928107771774447,1,1.0,33
28,Toulon,Maison,43.13260100931216,5.9555531353353635,1,1.0,30
29,Toulon,Maison,43.129772370272015,5.896027787917931,0,1.0,26
30,Toulon,Appartement,43.11883425419781,5.945040360237121,1,1.0,59
31,Toulon,Appartement,43.117563782797646,5.941191855456366,1,1.0,51
32,Toulon,Appartement,43.1200218081787,5.930989101651141,1,1.0,92
33,Toulon,Appartement,43.10615262439233,5.933569554179584,2,1.0,72
34,Toulon,Appartement,43.11391196491149,5.9334331303048735,1,1.0,31
35,Toulon,Appartement,43.128680932090155,5.951143089151109,1,1.0,62
36,Toulon,Appartement,43.12026102408222,5.940293356160228,0,1.0,40
37,Toulon,Appartement,43.12535060689161,5.92901457259943,0,1.0,35
38,Toulon,Appartement,43.13203594041384,5.920058735418532,1,1.0,51
39,Toulon,Appartement,43.124211315594586,5.934521430347782,0,1.0,48
40,Toulon,Appartement,43.125947151136295,5.942758089280596,1,1.0,26
41,Toulon,Appartement,43.12232058135616,5.952054507891855,1,1.0,56
