,city,property_type,lat,long,bedrooms,bathrooms,price
45,Marseille,Appartement,43.30196356233795,5.363537201777091,2,2.0,72
46,Marseille,Appartement,43.290211818169595,5.35887805629434,0,1.0,35
47,Marseille,Appartement,43.31003992543563,5.400301146177019,0,1.0,27
48,Marseille,Appartement,43.29785446553681,5.385308941695914,1,1.0,31
49,Marseille,Appartement,43.28934041320796,5.379986207453672,1,1.0,33
0,Lyon,Appartement,45.76892220119711,4.8325827580766285,1,1.0,27
1,Lyon,Appartement,45.77958663612267,4.840800809716563,0,1.0,23
2,Lyon-5E-Arrondissement,Appartement,45.76078219342494,4.796152002429535,1,1.0,28
3,Lyon,Appartement,45.74092591301378,4.867449329553007,1,1.5,41
4,Lyon,Appartement,45.76254150496007,4.828088398177461,0,1.0,41
5,Lyon-1ER-Arrondissement,Appartement,45.769298893132365,4.834378459090825,1,1.0,69
6,Lyon,Appartement,45.7684484391022,4.8280147870049674,0,1.0,41
7,Lyon,Bateau,45.74783241319725,4.817109221306592,1,1.0,78
8,Lyon,Appartement,45.770640747193426,4.831279270639323,1,1.0,51
9,Lyon,Appartement,45.76329928261266,4.831481117594933,1,1.0,61
10,Lyon,Appartement,45.76628445186556,4.843216487227321,1,1.0,61
11,Lyon,Appartement,45.75768122185984,4.834983299469209,0,1.0,55
12,Lyon,Appartement,45.76867305163347,4.842808386430893,1,1.0,44
13,Lyon,Appartement,45.77024041386723,4.834379429188662,1,1.0,67
14,Lyon,Appartement,45.76807201412297,4.828340076967063,1,1.0,17
15,Lyon,Appartement,45.76264730004649,4.842729272936103,1,1.0,51
16,Lyon,Appartement,45.77066319345725,4.833622497456336,0,1.0,51
17,Villeurbanne,Appartement,45.76526336691487,4.899621960051956,1,2.0,21
18,Lyon,Appartement,45.76301405504668,4.837520001630243,1,1.0,194
19,Lyon,Appartement,45.74038976433507,4.8513713353736145,1,1.0,36
20,Villeurbanne,Appartement,45.76953973704277,4.867358061279924,0,1.0,36
21,Lyon,Autre,45.77645721953942,4.834486870261011,1,1.0,14
22,Lyon,Appartement,45.76967571529758,4.834203366641088,0,1.0,36
23,Lyon,Appartement,45.75850678129891,4.8367339470151824,0,1.0,61
24,Vaulx-en-Velin,Appartement,45.75693814322776,4.924172001414239,0,1.0,31
25,Vénissieux,Appartement,45.72195586970335,4.891956050471994,1,1.0,27
26,Lyon,Appartement,45.76122949992213,4.835450026105692,1,1.0,36
27,Lyon-3E-Arrondissement,Appartement,45.75139989728047,4.8577327297621125,1,1.0,26
28,Lyon,Appartement,45.76526117493909,4.827437081504592,0,1.0,53
29,Lyon,Appartement,45.76761122454645,4.837162799071208,1,1.0,19
30,Lyon,Appartement,45.757395655718796,4.836387905808541,1,1.0,46
31,Lyon,Appartement,45.765129087440805,4.834341733205338,1,1.0,42
32,Lyon,Bed & Breakfast,45.76675799200777,4.831725154571141,1,1.0,64
33,Lyon,Appartement,45.752573381514786,4.832495273654044,1,1.0,41
34,Villeurbanne,Appartement,45.76755020647924,4.862451265459285,0,1.0,31
35,Villeurbanne,Appartement,45.75912350750197,4.874419991438832,1,1.0,19
36,Lyon,Maison de ville,45.775334144976775,4.823900023427001,0,1.0,56
37,Lyon,Appartement,45.765289911811045,4.826549133509283,1,1.0,67
38,Saint-Priest,Appartement,45.69495380993448,4.953657069504034,1,1.0,19
39,Lyon,Appartement,45.765328658044304,4.844306364140538,0,1.0,47
40,Lyon,Appartement,45.77704011341478,4.834498283376252,1,1.0,26
41,Lyon,Appartement,45.76775550929554,4.8310170238685926,1,1.0,63
42,Lyon,Appartement,45.764608730429586,4.834229090977871,1,1.0,62
43,Lyon,Appartement,45.74417876702754,4.846570610592535,1,1.0,31
44,Lyon,Maison,45.768147289584846,4.8286953885448,1,1.0,83
45,Lyon,Appartement,45.771653032261305,4.850381249652465,0,1.0,26
46,Caluire-et-Cuire,Appartement,45.78864388502541,4.838877644840647,1,1.0,26
47,Lyon,Appartement,45.7609909993471,4.832560315438034,1,1.0,78
48,Lyon-3E-Arrondissement,Appartement,45.751935722744314,4.872592624152019,1,1.0,39
49,Lyon,Appartement,45.78174953571048,4.806401845288875,1,1.0,19
0,Toulouse,Appartement,43.592878106474934,1.4250274667409004,1,1.0,22
1,Toulouse,Appartement,43.60149961274828,1.448425626926618,0,1.0,38
2,Toulouse,Appartement,43.58524864995629,1.4836978883929886,0,1.0,18
3,Toulouse,Appartement,43.606303081307146,1.4468243375026193,0,1.0,47
4,Toulouse,Appartement,43.607739344036226,1.4512275837221662,1,1.0,37
5,Toulouse,Appartement,43.609890909428366,1.448851671996454,1,1.0,36
6,Toulouse,Appartement,43.6323304359726,1.4351767405318825,1,1.0,20
7,Toulouse,Appartement,43.60598418885384,1.4378137414620886,1,1.0,38
8,Toulouse,Appartement,43.62708557964096,1.468403059821474,1,1.0,26
9,Toulouse,Appartement,43.610239074729314,1.4325853305929346,1,1.5,39
10,Toulouse,Appartement,43.6205178480505,1.4296590956965196,1,1.0,22
11,Toulouse,Appartement,43.60206438909966,1.4540105525341926,0,1.0,31
12,Toulouse,Appartement,43.6119194495479,1.4578557755136288,1,1.0,28
13,Toulouse,Appartement,43.583504317071984,1.451374398335729,0,1.0,28
14,Toulouse,Appartement,43.60186161567338,1.4379922868889408,1,1.0,41
15,Toulouse,Appartement,43.615789822923695,1.4220166794191789,1,1.5,27
16,Toulouse,Appartement,43.60668429743363,1.441703333595616,0,1.0,36
17,Toulouse,Appartement,43.60473169359939,1.435746860026738,0,1.0,22
18,Toulouse,Appartement,43.61321224637264,1.4301338870608415,1,1.0,20
19,Saint-Orens-de-Gameville,Villa,43.54817021328894,1.533251772858669,1,1.0,16
20,Toulouse,Appartement,43.59483327902917,1.4340633911868963,1,1.0,36
21,Toulouse,Appartement,43.61618050556505,1.4630003353620689,0,1.0,31
22,Toulouse,Appartement,43.611832059401955,1.4439021094200915,1,1.0,31
23,Toulouse,Appartement,43.602389817106705,1.449452417730076,1,1.0,63
24,Toulouse,Appartement,43.609190615671324,1.4386084319522257,1,1.0,51
25,Toulouse,Appartement,43.603056134087446,1.4379423267607871,0,1.0,50
26,Toulouse,Appartement,43.60418345139173,1.4323460503062677,0,1.0,28
27,Toulouse,Appartement,43.60145022651778,1.4338104660546,1,1.0,27
28,Toulouse,Appartement,43.59773053304554,1.445186292486875,1,1.0,32
29,Toulouse,Appartement,43.602964351805284,1.4448580581800292,1,1.0,67
30,Toulouse,Maison,43.61076135762314,1.4375729043706982,2,1.0,71
31,Toulouse,Appartement,43.5759660022955,1.4494545208792802,1,1.0,31
32,Toulouse,Appartement,43.607694256619126,1.4392477003577673,0,1.0,39
33,Toulouse,Appartement,43.603985423380976,1.4412270013419375,0,1.0,47
34,Toulouse,Appartement,43.609097687988644,1.4433493892192142,0,1.0,40
35,Toulouse,Appartement,43.59761890264185,1.435081945614363,0,1.0,48
36,Toulouse,Appartement,43.597740470240254,1.4457903984362759,1,1.0,31
37,Toulouse,Appartement,43.60462838311685,1.4540361442904775,1,1.0,56
38,Toulouse,Appartement,43.593590220813276,1.4461825677574442,0,1.0,27
39,Toulouse,Appartement,43.59632575974775,1.4466715984769878,1,1.0,36
40,Colomiers,Appartement en résidence,43.60981898387451,1.3429747949580921,1,1.0,20
41,Toulouse,Appartement,43.61581070664865,1.4442123988668036,1,1.0,27
42,Toulouse,Appartement,43.60250987100815,1.4416337127076586,0,1.0,62
43,Toulouse,Appartement,43.61313909789695,1.4465803796985364,1,1.0,42
44,Toulouse,Maison,43.62771335623928,1.429177180527983,1,1.0,36
45,Toulouse,Appartement,43.59877044094074,1.4423257106849294,2,1.5,72
46,Toulouse,Appartement,43.616688335185174,1.4424299478357205,1,0.5,20
47,Toulouse,Maison,43.6078405174908,1.4457003584391481,0,1.0,38
48,Toulouse,Chambres d'hôtes,43.55942508024635,1.3667939357442156,1,1.0,29
49,Blagnac,Maison,43.646727716920935,1.3705303703390754,1,1.0,24
0,Nice,Appartement,43.72074372871565,7.251683703734285,1,1.0,21
1,Nice,Appartement,43.71095248248583,7.259509188132773,1,1.0,41
2,Nice,Appartement,43.703882798848895,7.266006677863765,0,1.0,40
3,Nice,Appartement,43.69766764517198,7.286561842103358,1,1.0,34
4,Nice,Appartement,43.702450547951656,7.262515651392196,1,1.0,41
5,Nice,Appartement,43.71109690922723,7.261326934346155,0,1.0,51
6,Nice,Appartement,43.697199265299766,7.2601654425851025,0,1.0,36
7,Nice,Appartement,43.7238992212095,7.273452441836707,0,1.0,37
8,Nice,Appartement,43.70598538284915,7.265080131268198,0,1.0,36
9,Saint-Laurent-du-Var,Appartement,43.67003798835945,7.192167309302926,1,1.0,19
10,Nice,Appartement,43.709594501697445,7.261086190587038,1,1.0,47
11,Nice,Appartement,43.70498681285917,7.296859055584172,1,1.5,22
12,Nice,Maison,43.708130874395714,7.268136987305073,1,1.0,54
13,Nice,Appartement,43.701522619825894,7.261960879917573,1,1.0,56
14,Nice,Villa,43.683773061703995,7.229634034764725,1,2.5,49
15,Nice,Appartement,43.7078240488554,7.263758775060751,0,1.0,62
16,Nice,Appartement,43.69356822036504,7.2451097292460975,1,1.0,72
17,Nice,Appartement,43.711207094941784,7.253202574692725,0,1.0,67
18,Nice,Appartement,43.71045761327284,7.256556520621749,1,1.0,45
19,Nice,Appartement,43.71245477875589,7.2579799651561565,1,1.0,45
20,Nice,Appartement en résidence,43.68880672571125,7.233378949272112,0,1.0,72
21,Nice,Appartement,43.696905245456705,7.263950359568881,0,1.0,41
22,Nice,Appartement,43.707782087182125,7.265666690363201,1,1.0,56
23,Nice,Appartement,43.69988131434089,7.286693900478511,0,1.0,51
24,Nice ,Appartement,43.69672580285989,7.275898776601225,1,1.0,119
25,Nice,Appartement,43.710585563007925,7.254723199649563,0,1.0,32
26,Nice,Appartement,43.69438280962733,7.297167993010232,0,1.0,62
27,Nice,Appartement,43.705032016829904,7.263981014158013,1,1.0,51
28,Nice,Appartement,43.696727680916176,7.277003578594758,1,1.0,92
29,Nice,Appartement,43.70271975872081,7.29325019958839,0,1.0,36
30,Nice,Appartement,43.69932574026497,7.25817293669214,0,1.0,36
31,Nice,Appartement en résidence,43.7046399289408,7.268249616468552,1,1.0,33
32,Nice,Appartement,43.676024240108525,7.22659475807481,0,1.0,51
33,Nice,Appartement,43.70474452658567,7.257109991112767,0,1.0,71
34,Nice,Maison,43.70741169415039,7.256455558490668,1,1.0,40
35,Nice,Appartement,43.71778481177516,7.261149110532323,0,1.0,44
36,Nice,Appartement,43.69888191946899,7.261368058899332,1,1.0,51
37,Nice,Appartement,43.71748681494264,7.298074604846744,1,1.0,71
38,Nice,Appartement,43.70122273901108,7.258556935586692,1,1.0,51
39,Nice,Appartement,43.706001142273024,7.2784610745980345,0,1.5,46
40,Nice,Appartement,43.70160128704558,7.261440508567992,1,1.0,33
41,Nice,Appartement,43.70008866929832,7.2660829540115035,0,1.0,36
42,Nice,Appartement,43.70326118189396,7.264983649856292,0,1.0,54
43,Nice,Appartement,43.70381170133523,7.2868232581092425,1,1.0,33
44,Nice,Appartement,43.70911770428693,7.291145681808378,1,1.0,20
45,Nice,Appartement,43.723679202803,7.262926176234814,0,1.0,36
46,Nice,Appartement,43.703225509025785,7.2632051693038875,0,1.0,62
47,Nice,Appartement,43.69398399025697,7.253640231604872,0,1.0,42
48,Nice,Loft,43.705182431436334,7.224915179225805,1,1.0,47
49,Nice,Appartement,43.70727415332494,7.261240940049892,1,1.0,51
0,Nantes,Appartement,47.21329138211277,-1.545722481278743,3,1.0,55
1,Nantes,Appartement en résidence,47.225273038235564,-1.5496241171169207,0,1.0,26
2,Nantes,Appartement,47.21482524465064,-1.5560852540029861,1,1.0,47
3,Nantes,Appartement,47.20284546668368,-1.543779701618391,0,1.0,49
4,Nantes,Appartement,47.21598754636423,-1.5564528213115947,1,1.0,47
5,Nantes,Appartement,47.222790442489284,-1.5538377586208054,1,1.0,41
6,Nantes,Appartement,47.228872533895675,-1.5575012849497005,0,1.0,31
7,Nantes,Appartement,47.21378689369372,-1.5538280218862845,1,0.0,26
8,Nantes,Autre,47.21835755525125,-1.5553529579707286,1,1.0,46
9,Nantes,Bateau,47.229196191422936,-1.553542965960507,1,1.0,62
10,Nantes,Appartement,47.2165577328536,-1.5532833251030447,1,1.0,26
11,Nantes,Appartement,47.21237450589259,-1.5589664399708214,1,1.0,50
12,Nantes,Appartement,47.220550978832705,-1.5601175863188088,1,1.5,41
13,Nantes,Appartement,47.2236423770952,-1.5494111308551777,1,1.0,30
14,Nantes,Appartement,47.221903682261505,-1.5599087539621195,0,1.0,40
15,Mauves-sur-Loire,Maison,47.33000079988137,-1.4225211638650632,1,1.0,13
16,Nantes,Bateau,47.22574523173146,-1.5542952393674312,1,1.0,72
17,Nantes,Appartement,47.2243493959769,-1.5448151762019549,2,1.5,41
18,Nantes,Appartement,47.21033800520479,-1.5691656306406743,1,1.0,51
19,Nantes,Appartement,47.202590163614765,-1.5820783512858854,1,1.0,79
20,Nantes,Appartement,47.222761128321785,-1.5526130697517468,1,1.0,47
21,Nantes,Appartement,47.23621702673022,-1.5666809451241763,1,1.0,36
22,Nantes,Appartement,47.20611090288728,-1.5489488254858377,0,1.0,41
23,Nantes,Appartement,47.21490481940492,-1.552193801094695,0,1.0,51
24,Nantes,Appartement,47.218363613076754,-1.5462404835723604,1,1.0,68
25,Nantes,Appartement,47.22446653954156,-1.5500921036535633,0,1.0,36
26,Nantes,Maison de ville,47.21743892883502,-1.5567294948172075,1,1.0,36
27,Nantes,Appartement,47.216328569850255,-1.55560327702687,1,1.0,36
28,Nantes,Appartement,47.23179123183288,-1.555484210790079,1,1.0,29
29,Nantes,Appartement,47.215251942433916,-1.5512087359376274,1,1.0,54
30,Nantes,Maison,47.21649948985159,-1.5522582844457582,1,1.0,67
31,Nantes,Appartement,47.22069150544743,-1.5485001837385888,1,1.0,47
32,Nantes,Appartement,47.20528134640244,-1.554286328048047,1,1.0,44
33,Nantes,Appartement,47.221637126327174,-1.5805964587375239,1,1.0,41
34,Nantes,Maison,47.25086905558485,-1.5412542380005798,1,1.0,28
35,Nantes,Appartement,47.21298308161351,-1.5560720532880385,1,1.0,51
36,Nantes,Maison,47.19006830368298,-1.5224834577756656,1,1.0,26
37,Nantes,Appartement,47.23720888184241,-1.5816971443123065,1,0.5,19
38,Nantes,Maison,47.209563459472086,-1.6069059738862315,1,1.0,29
39,Nantes,Appartement,47.247362717355934,-1.5214450549087204,2,1.5,44
40,Nantes,Appartement,47.2155716544121,-1.5544392393949313,1,1.0,56
41,Nantes,Maison,47.23218560227249,-1.5571210928257648,0,1.0,67
42,Nantes,Appartement,47.21315310188726,-1.5547594632453858,2,1.0,49
43,Nantes,Appartement en résidence,47.218351349835764,-1.5549372619590032,1,0.5,23
44,Nantes,Appartement,47.215735888300046,-1.5673754464384544,2,1.0,40
45,Nantes,Appartement,47.21521454345876,-1.5553628538388626,0,1.0,82
46,Nantes,Appartement,47.21444431787624,-1.5585604218821023,0,1.0,57
47,Nantes,Appartement,47.2257222790791,-1.5603575804567456,1,1.0,36
48,Nantes,Appartement,47.22533361678584,-1.517845106591439,0,1.0,27
49,Nantes,Appartement,47.20572413658731,-1.5559452598448622,0,1.0,30
0,Strasbourg,Appartement,48.5860448313438,7.7402570271479165,1,1.0,53
1,Strasbourg,Appartement,48.58915015736275,7.7526700208394015,0,0.5,31
2,Strasbourg,Appartement,48.57516972673857,7.757626600383226,1,1.0,51
3,Strasbourg,Appartement,48.57776648385043,7.7518179142208306,0,1.0,44
4,Strasbourg,Appartement,48.58064585308475,7.755232975408205,1,1.0,39
5,Illkirch-Graffenstaden,Appartement,48.52702252114211,7.719749443821195,0,1.0,33
6,Strasbourg,Appartement,48.57901641367147,7.752091069564867,1,1.0,35
7,Strasbourg,Appartement,48.570965553980315,7.757018174175329,1,1.0,78
8,Strasbourg,Appartement,48.576284150287385,7.749768881041731,0,1.0,36
9,Strasbourg,Appartement,48.578865006977345,7.752127295272265,2,1.0,103
10,Strasbourg,Appartement,48.577013824495715,7.747442258539088,1,1.0,72
11,Strasbourg,Appartement,48.58907715339147,7.745848657023641,0,1.0,31
12,Strasbourg,Appartement,48.580641182659754,7.758038049884949,1,1.0,31
13,Strasbourg,Appartement,48.56979251711997,7.756574162430842,1,1.0,31
14,Strasbourg,Appartement,48.583650811942476,7.760121405032704,1,1.0,47
15,Strasbourg,Appartement,48.57484646021832,7.732462308215952,1,1.0,26
16,Strasbourg,Appartement,48.571571370173494,7.753267304588959,1,1.0,83
17,Strasbourg,Appartement,48.58451387175512,7.751302561755206,1,1.0,51
18,Strasbourg,Appartement,48.588213211524824,7.747517490504805,1,1.0,51
19,Strasbourg,Appartement,48.577927524430855,7.757174800392661,0,1.0,51
20,Strasbourg,Appartement,48.578346656383104,7.75634975487354,1,1.0,56
21,Strasbourg,Appartement,48.568261832032825,7.757545571314749,1,1.5,28
22,Strasbourg,Appartement,48.57422388187811,7.750945150004359,0,1.0,40
23,Strasbourg,Appartement,48.59496182038544,7.722336790494912,1,1.0,29
24,Illkirch-Graffenstaden,Appartement,48.52357643103243,7.72501957933238,0,1.0,24
25,Strasbourg,Appartement,48.578962698121515,7.749271437333991,0,1.0,62
26,Strasbourg,Appartement,48.585167531772754,7.739065006045686,1,1.0,104
27,Strasbourg,Appartement,48.58200709466363,7.718057900347809,1,1.0,33
28,Strasbourg,Appartement,48.57946289299807,7.732466390922219,1,1.5,36
29,Strasbourg,Appartement,48.570741402762394,7.797203191705313,1,1.0,26
30,Strasbourg,Appartement,48.579687021850525,7.748192736470715,0,1.0,50
31,Strasbourg,Appartement,48.576863866228976,7.758619684478291,1,1.0,49
32,Strasbourg,Appartement,48.55987627322226,7.749504274739613,1,1.0,37
33,Strasbourg,Appartement,48.58290844921253,7.73305952606623,0,1.0,41
34,Strasbourg,Appartement,48.57477743557831,7.756569359827912,1,1.0,79
35,Strasbourg,Appartement,48.58204676168379,7.717455987350233,1,1.0,62
36,Strasbourg,Appartement,48.58399741174267,7.693913583644204,1,1.0,38
37,Strasbourg,Appartement,48.58232866315735,7.7439129919608725,1,1.0,64
38,Strasbourg,Appartement,48.5794006072789,7.74620195691365,1,1.0,36
39,Strasbourg,Appartement,48.58205598085058,7.746261457984901,1,1.0,61
40,Strasbourg,Appartement,48.57951215520456,7.757608881461443,1,1.0,67
41,Strasbourg,Appartement,48.57820705944015,7.777178505925446,1,1.5,36
42,Strasbourg,Appartement,48.58055956627106,7.760140012347741,1,1.0,39
43,Strasbourg,Appartement,48.583628326895564,7.74040873376118,0,1.0,61
44,Strasbourg,Appartement,48.56876421815508,7.754916682445958,0,1.0,42
45,Strasbourg,Appartement,48.58049509628953,7.756490707185857,1,1.0,78
46,Strasbourg,Appartement,48.58609902222769,7.748272779167284,0,1.0,50
47,Strasbourg,Appartement,48.578466985826736,7.759687728150652,1,1.0,39
48,Strasbourg,Appartement,48.55095533109069,7.743404343342859,1,1.0,30
49,Strasbourg,Appartement,48.59221741346396,7.767779379610177,1,0.0,22
0,Montpellier,Appartement,43.60914355874757,3.8832051500967952,1,1.0,20
1,Montpellier,Appartement,43.6065419523515,3.8849089679010747,0,1.0,41
2,Montpellier,Appartement,43.60515150746838,3.8822778470249677,1,1.0,30
3,Montpellier,Appartement,43.61036591672266,3.8746039731358954,1,1.0,51
4,Montpellier,Appartement,43.59189736111937,3.8836847846801117,1,1.0,17
5,Montpellier,Appartement,43.61652146509895,3.8829105402467894,1,1.0,33
6,Montpellier,Appartement,43.61485753721395,3.8779550267126925,0,0.5,33
7,Montpellier,Appartement,43.603393485556026,3.8753355242327894,0,1.0,39
8,Montpellier,Appartement,43.61055389580697,3.87375152044004,1,1.0,56
9,Montpellier,Appartement,43.602999971903394,3.8783336254657685,0,1.0,46
10,Montpellier,Appartement,43.60955046944511,3.874271564333463,1,1.0,103
11,Montpellier,Appartement,43.608536047591826,3.873700535472098,1,1.0,51
12,Montpellier,Appartement,43.60977852793843,3.87650837673447,0,1.0,41
13,Montpellier,Autre,43.61011738419714,3.8618670812774396,0,1.0,28
14,Jacou,Maison,43.65389048100664,3.9095355849545843,1,1.0,24
15,Montpellier,Appartement,43.61793611407748,3.8811272316158525,1,1.0,47
16,Montpellier,Appartement,43.61654718639165,3.8814416949727497,0,1.0,38
17,Montpellier,Appartement,43.60541656078697,3.878015228852532,1,1.0,18
18,Montpellier,Appartement,43.60570000221422,3.876885091545179,1,1.0,36
19,Montpellier,Appartement,43.609348667409265,3.877955477971891,1,1.0,47
20,Montpellier,Appartement,43.6064598357455,3.8683814007196955,0,1.0,36
21,Montpellier,Appartement,43.597933522707194,3.899940793065372,1,1.0,52
22,Montpellier,Appartement,43.59552342447997,3.8824633421283927,1,1.0,23
23,Montpellier,Appartement,43.614242034486374,3.877556030583249,0,1.0,31
